Submission ID,Respondent ID,Submitted at,Ваша основна зайнятість в ІТ зараз...,Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,Якою мовою ви написали свою першу програму?,Основна мова програмування,"Скільки років ви працюєте з мовою, яку обрали як основну?","Чи використовуєте ви інші мови програмування, крім основної?","Оберіть інші мови програмування, які також використовуєте на поточній посаді",Які мови програмування ви б обрали зараз для наступного комерційного проєкту?,Чи комітили ви у 2024 році в опенсорс проєкти?,Якими мовами програмування ви комітили в опенсорс проєкти у 2024 році?,Чи є у вас власні опенсорс проєкти?,Якими мовами написаний ваш опенсорс проєкт?,Чи плануєте ви наступного року вивчити ще одну мову програмування?,Яку мову програмування ви плануєте вивчити наступного року?,"Основні фреймворки, бібліотеки та платформи: розробка","Основні фреймворки, бібліотеки та платформи: QA","Основні фреймворки, бібліотеки та платформи: Робота з даними",Ви плануєте освоїти наступну мову,"Платформи, для яких розробляєте на поточному місці роботи","Оберіть напрям, у якому зараз працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,Загальний стаж роботи в ІТ,,,,,,,,,,,,,,,,,,,,,,,
6B2Rj5,pzeQDZ,2024-12-14 23:41:16,Працюю full-time,Junior,Other,3D Artist,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
lEdLBp,7EXyK9,2024-12-14 23:44:48,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C++,Java,8 років,Так,Python,Java,Ні,,Немає,,Так,JavaScript,Spring,,,Самостійно,Web,,10,15,,,,,,,,,,,,,,,,,,,,,,,
ZB6Yyy,xzVGMy,2024-12-15 0:30:05,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,Java,6 років,Так,Ruby,Java,Так,JavaScript,Є,JavaScript,"Ні, наразі не маю таких планів",,,,,,Web,,3,6,,,,,,,,,,,,,,,,,,,,,,,
bJx4q7,E6q9Kl,2024-12-15 1:09:52,Працюю full-time,Architect,SE,Application Architect,,Pascal,C# / .NET,10 і більше років,Так,JavaScript,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,15,15,,,,,,,,,,,,,,,,,,,,,,,
V651gv,GbeWye,2024-12-15 1:32:16,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,
EOQ8Gq,0kVNWB,2024-12-15 2:25:08,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,TypeScript,4 роки,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Fastify,Node.js,React",,,,Web,,4,6,,,,,,,,,,,,,,,,,,,,,,,
rZAkJv,y1XKpB,2024-12-15 3:44:22,Працюю full-time,Lead/Team Lead,Analyst,Data Analyst,,Pascal,SQL,6 років,Так,Python,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Web, Desktop",,6,6,,,,,,,,,,,,,,,,,,,,,,,
R95gzQ,BeaENR,2024-12-15 5:09:03,Працюю full-time,Немає тайтлу,Other,SysAdmin,,Fortran,Python,5 років,Так,JavaScript,Go,Ні,,Є,JavaScript,"Ні, наразі не маю таких планів",,,,,,Web,,15,15,,,,,,,,,,,,,,,,,,,,,,,
ojMYg1,vzMeJA,2024-12-15 5:59:41,Працюю full-time,Middle,QA,Automation QA / AQA,,Java,Kotlin,3 роки,Ні,,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Appium, Gradle, Rest Assured, Selenium, TestNG",,,"Mobile Android, Mobile iOS","android mobile app,ios mobile app",3,7,,,,,,,,,,,,,,,,,,,,,,,
J4AEbr,lzB6vv,2024-12-15 6:48:22,Працюю full-time,Junior,Analyst,BI Analyst,,JavaScript,SQL,Пів року,Так,Python,Python,Ні,,Немає,,Так,"Мови розробки БД (PL/SQL, Transact-SQL)",,,,Самостійно,Other,,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
bJxQo6,Gb6lzo,2024-12-15 7:06:45,Працюю part-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,Python,2 роки,Так,JavaScript,,Ні,,Є,Python,Так,JavaScript,Flask,,,З допомогою колег,"Web, Desktop, Mobile other, Mobile iOS, Mobile Android, Mobile cross-platform",,1.5,4,,,,,,,,,,,,,,,,,,,,,,,
R95A8l,gza0DN,2024-12-15 7:47:07,Працюю full-time,Lead/Team Lead,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,
1a78j4,rY5l95,2024-12-15 8:25:39,Працюю full-time,Middle,Other,Marketing Manager,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,
aMY7WE,Ze8V15,2024-12-15 8:52:12,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Delphi,PHP,10 і більше років,Ні,,,Ні,,Немає,,"Ні, наразі не маю таких планів",,WordPress,,,,Web,,13,13,,,,,,,,,,,,,,,,,,,,,,,
26NM1A,6PLkqO,2024-12-15 8:55:09,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,C# / .NET,2 роки,Так,Flutter/Dart,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,.NET,,,,"Web, Mobile cross-platform",,2,3,,,,,,,,,,,,,,,,,,,,,,,
W75vMa,Wq2oWJ,2024-12-15 8:55:35,Втратив(-ла) роботу і шукаю нову,Intern/Trainee,SE,Software Engineer / Software Developer,Full Stack розробка,C++,C# / .NET,"1,5 року",Так,TypeScript,"C# / .NET, TypeScript",Ні,,Є,C# / .NET,"Ні, наразі не маю таких планів",,".NET,ASP.NET,Angular / Angular.js",,,,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
jVQO7E,jzZMVR,2024-12-15 8:55:46,Працюю full-time,Architect,SE,Solution Architect,,Pascal,C# / .NET,10 і більше років,Так,"JavaScript, Python","C# / .NET, JavaScript, Python",Ні,,Немає,,Так,Rust,,,,Самостійно,"Web, Mobile cross-platform",,5,15,,,,,,,,,,,,,,,,,,,,,,,
qlA29Y,dzEPdd,2024-12-15 9:02:48,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Mobile розробка,Pascal,Java,6 років,Так,Kotlin,Kotlin,Так,Java,Немає,,"Ні, наразі не маю таких планів",,Android SDK (Native),,,,Mobile Android,,6,6,,,,,,,,,,,,,,,,,,,,,,,
V65R1g,lzBR4V,2024-12-15 9:13:11,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Mobile розробка,Java,Kotlin,3 роки,Так,Java,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,Android SDK (Native),,,,Mobile Android,,3,3,,,,,,,,,,,,,,,,,,,,,,,
9KDLLQ,1RXMPM,2024-12-15 9:20:52,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,,Java,4 роки,Ні,,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
z6qXxa,xzr2VJ,2024-12-15 9:27:15,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,C# / .NET,7 років,Так,"JavaScript, SQL","C# / .NET, JavaScript, SQL",Ні,,Немає,,"Ні, наразі не маю таких планів",,".NET,ASP.NET,jQuery,Vue.js,Other",,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
R90KJK,OEaLPY,2024-12-15 9:33:09,Працюю full-time,Lead/Team Lead,DevOps/SRE,DevOps Engineer,,Python,Python,2 роки,Так,C# / .NET,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Web, Desktop",,4,15,,,,,,,,,,,,,,,,,,,,,,,
R90KVj,rY5VdN,2024-12-15 9:34:05,Працюю full-time,Senior,QA,General QA,,Java,SQL,5 років,Так,JavaScript,Java,Ні,,Немає,,Так,Python,,"JSON, Postman, JMeter",,З допомогою професійних викладачів (курсів або індивідуальних занять),Web,web app,9,9,,,,,,,,,,,,,,,,,,,,,,,
VOkLQj,ovJpZx,2024-12-15 9:39:45,Я фрилансер(-ка),Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,1С,10 і більше років,Так,Python,Python,Ні,,Немає,,Так,,1с,,,Самостійно,1с,,15,15,,,,,,,,,,,,,,,,,,,,,,,
eX652O,xzryLG,2024-12-15 10:03:33,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,TypeScript,3 роки,Так,JavaScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,Next.js",,,,Web,,3,6,,,,,,,,,,,,,,,,,,,,,,,
7kWX0R,5VbvyN,2024-12-15 10:09:43,Працюю full-time,Senior,Product Management,Product Owner (у продакт менеджменті),,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
6B7eoA,OEaBbA,2024-12-15 10:44:20,Працюю full-time,Junior,DS/ML/AI,AI Engineer,,C# / .NET,Python,Менше як 3 місяці,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,"PyTorch, Pandas, SQLAlchemy",,"Web, Desktop",,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
jVy62a,94BJLG,2024-12-15 10:58:34,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Delphi,TypeScript,5 років,Так,JavaScript,TypeScript,Так,"TypeScript, JavaScript",Є,TypeScript,"Ні, наразі не маю таких планів",,React,,,,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
NZ6DyG,vzMx2v,2024-12-15 10:58:58,Працюю full-time,Немає тайтлу,Other,Customer Support,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
V60zZM,Bea8pA,2024-12-15 11:26:22,Працюю full-time,Junior,QA,Manual QA,,Python,Java,2 роки,Так,Python,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Postman, Selenium, JSON, PyTest",,,Web,"web api,web app",3,3,,,,,,,,,,,,,,,,,,,,,,,
26ePLe,vzMqR4,2024-12-15 11:38:34,Працюю full-time,Senior,Other,Outreach Specialist,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
aM62lE,Q418JY,2024-12-15 11:39:39,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,7 років,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
MxbRyY,ozEKee,2024-12-15 11:47:57,Працюю full-time,Tech Lead,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,TypeScript,5 років,Так,Dart,Python,Ні,,Немає,,Так,Go,"Nest.js,Express,Next.js,Node.js,React",,,З допомогою колег,"Web, Desktop, Mobile cross-platform",,9,11,,,,,,,,,,,,,,,,,,,,,,,
z6qDz8,lzBK4N,2024-12-15 11:56:34,Втратив(-ла) роботу і шукаю нову,Middle,SE,Software Engineer / Software Developer,,C# / .NET,C# / .NET,5 років,Так,JavaScript,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Mobile cross-platform,,5,6,,,,,,,,,,,,,,,,,,,,,,,
V600oE,94BREG,2024-12-15 12:10:37,Працюю full-time,Senior,Other,PPC Specialist,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,
YAQQJ0,XQL8BO,2024-12-15 12:11:56,Працюю full-time,Senior,Other,Product Designer,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,
XbDDdY,Wq2K1L,2024-12-15 12:14:31,Працюю full-time,Middle,Other,Treasury Manager,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
NZ66yO,Gb6qQz,2024-12-15 12:14:43,Працюю full-time,Middle,QA,Automation QA / AQA,,JavaScript,JavaScript,2 роки,Ні,,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Cypress,,,,web api,5,5,,,,,,,,,,,,,,,,,,,,,,,
R900lK,LO9aa2,2024-12-15 12:15:26,Працюю full-time,Middle,Other,3D Artist,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
z6qqGE,JoqekJ,2024-12-15 12:15:59,Працюю full-time,Intern/Trainee,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,
bJ77WZ,qzLJR9,2024-12-15 12:16:26,Працюю full-time,Junior,QA,Automation QA / AQA,,Pascal,Python,1 рік,Так,Java,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Selenium,,,Web,"web app,web api",0.5,2,,,,,,,,,,,,,,,,,,,,,,,
Mxbbpp,Prpb4x,2024-12-15 12:17:22,Працюю full-time,Middle,Other,User Acquisition Manager,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
NZ66KW,qzLJX9,2024-12-15 12:17:43,Працюю full-time,Junior,Other,Game Designer,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
R900gK,OEabbA,2024-12-15 12:18:51,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,JavaScript,5 років,Ні,,"JavaScript, TypeScript",Ні,,Немає,,Так,TypeScript,,,,З допомогою колег,"Web, Desktop, Mobile cross-platform",,3,5,,,,,,,,,,,,,,,,,,,,,,,
1alr4b,KGzWjA,2024-12-15 12:21:28,Працюю full-time,Middle,Other,3D Artist,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
rZ6l0l,8rqRoY,2024-12-15 12:26:12,Працюю full-time,Middle,Other,2D Artist,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,
4b82lr,jzZkBJ,2024-12-15 12:30:55,Працюю full-time,Senior,Other Management,Operations Manager,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,
ya6yM0,gzakYd,2024-12-15 12:35:45,Працюю full-time,Junior,Other,Game Designer,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
26e4Dp,7Eqpq6,2024-12-15 12:39:01,Працюю full-time,Senior,Other,Sound Designer,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
AXdJll,pzrkZZ,2024-12-15 12:39:31,Працюю full-time,Junior,Other,Network Engineer,,Pascal,C++,2 роки,Так,C# / .NET,"C++, C# / .NET, Rust, JavaScript",Ні,,Немає,,Так,JavaScript,,,,Самостійно,"Game Consoles, Desktop",,2,2,,,,,,,,,,,,,,,,,,,,,,,
7kWD76,ozEkXP,2024-12-15 12:44:42,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,2 роки,Ні,,Java,Так,Java,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring",,,,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
Pq60dV,az9v4E,2024-12-15 12:48:11,Працюю full-time,Head,Product Management,Head of Product,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,
z6qzN8,JoqWed,2024-12-15 12:48:44,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,PHP,7 років,Так,"Мови розробки БД (PL/SQL, Transact-SQL), TypeScript, JavaScript, SQL","PHP, Go",Так,"C, PHP",Немає,,"Ні, наразі не маю таких планів",,"Laravel,React,jQuery",,,,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
ONzAop,Bea2K4,2024-12-15 12:49:04,Працюю full-time,Junior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
Kj60WX,E6KMv4,2024-12-15 12:50:21,Працюю full-time,Junior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,
ojyOLX,jzZvX6,2024-12-15 12:59:49,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,C++,C# / .NET,"1,5 року",Так,JavaScript,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,ASP.NET,Angular / Angular.js",,,,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
8lK8Nk,4OQOEY,2024-12-15 13:04:19,Працюю part-time,Senior,Other,Product Designer,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
z6qrrM,PrpPPx,2024-12-15 13:20:16,Працюю full-time,Junior,Analyst,Web Analyst,,C++,Python,Пів року,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Для себе, для полегшення та автоматизації роботи",,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
ONzJKA,qzLNr7,2024-12-15 13:23:00,Працюю full-time,Head,Project Management,Head of PMO,,,,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,
xWpNXr,JoqGdz,2024-12-15 13:25:47,Я фрилансер(-ка),Немає тайтлу,Other,3D Artist,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
ONzBzp,jzZgB4,2024-12-15 13:27:31,Працюю full-time,Senior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
4b8NpY,pzr5Rb,2024-12-15 13:31:16,Працюю full-time,Junior,Other,2D Artist,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
KjlqlV,qzLBXG,2024-12-15 13:42:17,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,C# / .NET,8 років,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,.NET,,,,"Desktop, Web, Mobile Android",,15,15,,,,,,,,,,,,,,,,,,,,,,,
DGN0eR,Rjxgqv,2024-12-15 13:51:47,Працюю full-time,Senior,Other,Email Marketing Specialist / E-mail Marketing specialist,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,
dy6KAr,Y9PyxW,2024-12-15 14:04:29,Працюю full-time,Senior,DS/ML/AI,Data Engineer / Big Data Engineer,,Python,Python,5 років,Так,SQL,"Python, Мови розробки БД (PL/SQL, Transact-SQL)",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,Spark,,Backend,,5,5,,,,,,,,,,,,,,,,,,,,,,,
26e1Pg,VNGyoj,2024-12-15 14:07:15,Працюю full-time,Middle,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,
jVy5ER,4OQdRO,2024-12-15 14:07:33,Працюю full-time,Senior,Other,Sound Designer,,,,,,,,,,,,,,,,,,,,10,8,,,,,,,,,,,,,,,,,,,,,,,
Pq6vPQ,PrpyLb,2024-12-15 14:07:39,Працюю full-time,Head,Product Management,Head of Product,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,
Pq6vZx,VNGyKl,2024-12-15 14:13:14,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Basic,Kotlin,6 років,Так,Java,Kotlin,Ні,,Немає,,Так,Python,"Android SDK (Native),Jetpack Compose",,,Самостійно,Mobile Android,,13,15,,,,,,,,,,,,,,,,,,,,,,,
QQDODp,6PLyaO,2024-12-15 14:32:51,Працюю full-time,Architect,SE,Solution Architect,,Basic,PHP,10 і більше років,Так,Swift,PHP,Ні,,Є,PHP,"Ні, наразі не маю таких планів",,,,,,Web,,15,15,,,,,,,,,,,,,,,,,,,,,,,
qldk17,xzrLPy,2024-12-15 14:35:22,Працюю full-time,Senior,Other,Product Marketing Manager,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,
aM6aDy,94BgqK,2024-12-15 14:36:33,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,6 років,Ні,,Go,Ні,,Є,JavaScript,"Ні, наразі не маю таких планів",,React,,,,Desktop,,6,6,,,,,,,,,,,,,,,,,,,,,,,
jVyv56,LO9qrp,2024-12-15 14:50:06,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,JavaScript,5 років,Ні,,Python,Ні,,Немає,,Так,Python,"Nest.js,Express,React",,,Самостійно,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
V60DAj,JoqbKd,2024-12-15 14:55:19,Працюю full-time,Middle,QA,Manual QA,,SQL,SQL,3 роки,Ні,,Python,Ні,,Немає,,Так,Python,,"Cucumber, Grafana K6, JSON",,Самостійно,Desktop,"web app,web api",3,3,,,,,,,,,,,,,,,,,,,,,,,
R90rol,dzEoEq,2024-12-15 15:06:51,Працюю full-time,Head,Other,Head of Legal,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,
1alBG1,Ze8AVv,2024-12-15 15:10:42,Працюю full-time,Junior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
kPyrqZ,DaBobR,2024-12-15 15:20:01,Я фрилансер(-ка),Senior,SE,Software Engineer / Software Developer,Desktop,Basic,Flex / Flash / AIR,10 і більше років,Так,JavaScript,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Desktop, Mobile cross-platform",,15,15,,,,,,,,,,,,,,,,,,,,,,,
kPypA1,qzLQzO,2024-12-15 15:35:01,Працюю full-time,Senior,Other,Product Marketing Manager,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,
0WxlYB,KGz29M,2024-12-15 15:39:28,Працюю full-time,Senior,Other,3D Artist,,,,,,,,,,,,,,,,,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,
7kW5l9,NPr2rp,2024-12-15 15:46:37,Працюю full-time,Junior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6B75qJ,Wq2aXe,2024-12-15 15:55:07,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Pascal,Kotlin,9 років,Так,Java,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Android SDK (Native),Jetpack Compose",,,,Mobile Android,,10,11,,,,,,,,,,,,,,,,,,,,,,,
qldMYg,5VbPbP,2024-12-15 15:59:25,Працюю full-time,Немає тайтлу,Other,Influencer marketing manager,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,
z6qovq,5VbPzQ,2024-12-15 16:03:21,Працюю part-time,Junior,Other,UI/UX Designer,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
L2bNAl,Gb6AQp,2024-12-15 16:07:30,Працюю full-time,Lead/Team Lead,Other,HR Business Partner,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,
NZ6QKO,8rq46O,2024-12-15 16:11:03,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,2 роки,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Next.js,Node.js,React",,,,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
V60BYl,gza6PM,2024-12-15 16:12:40,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Ruby,"1,5 року",Ні,,Ruby,Так,Ruby,Є,Ruby,"Ні, наразі не маю таких планів",,Ruby on Rails,,,,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
W7NXoj,Wq27lk,2024-12-15 16:25:44,Працюю full-time,Senior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,
BRX221,NPr9X0,2024-12-15 16:26:07,Працюю full-time,Middle,Other,UI/UX Designer,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
YAQ7DJ,vzMlqA,2024-12-15 16:59:23,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,TypeScript,3 роки,Так,Go,Go,Ні,,Немає,,Так,Go,Next.js,,,Самостійно,"Web, Desktop, Microcontrollers / Embedded / IoT",,3,3,,,,,,,,,,,,,,,,,,,,,,,
ONzxLA,NPraQ0,2024-12-15 17:03:37,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"android mobile app,web app",1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
6B76zP,y1MBV4,2024-12-15 17:03:47,Працюю full-time,Lead/Team Lead,Other,Content Manager / Content Marketing Manager,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,
8lKblY,0kd4Q0,2024-12-15 17:08:42,Працюю full-time,Senior,QA,General QA,,,,,,,,,,,,,,,,,,,"web api,web app",5,6,,,,,,,,,,,,,,,,,,,,,,,
ya652X,Y9P2QN,2024-12-15 17:09:38,Працюю full-time,Senior,Other,Billing Operations Specialist,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,
5AzPQN,OEaRgp,2024-12-15 17:20:20,Працюю full-time,Junior,QA,Manual QA,,C++,TypeScript,Менше як 3 місяці,Ні,,TypeScript,Так,PHP,Немає,,"Ні, наразі не маю таких планів",,,"Playwright, Postman",,,,web app,0.5,2,,,,,,,,,,,,,,,,,,,,,,,
z6q6gE,dzErjV,2024-12-15 17:33:36,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,TypeScript,6 років,Так,"Kotlin, Swift",TypeScript,Так,TypeScript,Немає,,Так,Swift,"React,Node.js",,,З допомогою професійних викладачів (курсів або індивідуальних занять),"Web, Mobile cross-platform",,6,6,,,,,,,,,,,,,,,,,,,,,,,
BRXRV1,XQLXOL,2024-12-15 17:36:35,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,
jVyRl9,6PLo65,2024-12-15 17:40:06,Працюю full-time,Немає тайтлу,Other,Account Manager / Account Executive,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
qldrE9,vzMkQg,2024-12-15 17:49:26,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Ruby,3 роки,Ні,,Rust,Ні,,Немає,,"Ні, наразі не маю таких планів",,Ruby on Rails,,,,"Web, Mobile Android, Mobile iOS",,3,3,,,,,,,,,,,,,,,,,,,,,,,
DGN8jl,7Eq6o9,2024-12-15 17:55:06,Працюю full-time,Немає тайтлу,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,
J46yKr,DaBl7N,2024-12-15 18:08:36,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,PHP,10 і більше років,Так,"TypeScript, JavaScript","JavaScript, Go",Ні,,Немає,,"Ні, наразі не маю таких планів",,"Next.js,React,Laravel",,,,Web,,10,10,,,,,,,,,,,,,,,,,,,,,,,
