"Timestamp","Якою мовою ви написали свою першу програму ?","Чи можете виділити одну мову програмування, якою ви користуєтеся найчастіше?","Якою мовою ви пишете для роботи зараз?","Frontend: які фреймворки використовуєте в роботі?","Frontend: які фреймворки використовуєте в роботі?  ","Backend: які фреймворки використовуєте в роботі?","Backend: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?"," Інші фреймворки/бібліотеки","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Фреймворки для Distributed computing","Distributed computing: інші фреймворки","Інші","Версія JVM","Улюблене IDE","Найважливі бібліотеки та фреймворки, котрі ви використовуєте (через кому)","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Обробка даних: які фреймворки використовуєте в роботі?","Чи використовуєте ви mypy?","Бібліотеки загального призначення","Улюблене IDE","Які відомі веб-фреймворки ви використовуєте?","Інші важливі бібліотеки, які використовуєте в роботі","Яку версію PHP  ви використовуєте ?","Улюблене  IDE","Якими мовами ви пишете для роботи зараз?","Які додаткові мови ви використовуєте для роботи?","Яку мову програмування ви б обрали зараз для наступного комерційного проєкту?","Чи є у вас проєкти з відкритим кодом?  Якщо є, то якими мовами?","Чи плануєте ви цього року вивчити ще одну мову програмування?","Якщо так, то що за мова це буде? ","Ви плануєте освоїти наступну мову","Ви працюєте здебільшого в царині:","Ваша платформа?","Скільки років ви працюєте в індустрії розробки ПЗ?","Скільки років ви працюєте з мовою, що вибрана вами в якості основної? ","Скільки вам років?","Ви живете зараз в Україні?","Чи брали ви участь у наших попередніх опитуваннях на цю ж тему?"
"2021/01/28 9:01:41 AM GMT+2","Basic","Так","C#","","","","","","","","","","","","","","","",". net, rx, ef, asp.net, wpf","VS","","","","","","","","","","","","T-SQL","TypeScript","C#","Так","F#","Самостійно","Десктоп-розробка","","3","3","33","Так","Так"
"2021/01/28 9:05:36 AM GMT+2","C","Так","TypeScript","React","","","","","","","IntelliJ Idea Jetbrains","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","","Ні","","","Веб-фронтенд","","8","5","27","Так","Не пам'ятаю"
"2021/01/28 9:13:26 AM GMT+2","C","Так","Java","","","","","","","","","","","","","","8.x","IDEA","","","","","","","","","","","","","","JavaScript;C#;Python;C++;Kotlin","Kotlin","JavaScript;Java","Так","Kotlin","Самостійно","Десктоп-розробка","","14","12","35","Так","Ні"
"2021/01/28 9:28:29 AM GMT+2","Java","Так","JavaScript","Angular;React;Vue.js","","NestJS","","React Native","","","","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","","Так","TypeScript","Самостійно","Веб-фронтенд","","","1","20","Так","Ні"
"2021/01/28 10:10:19 AM GMT+2","Swift","Так","Ruby","","","","","","","","","","","","","","","","","VS code","","","","","","","","","","","","Python","Go","Swift","Так","Scala","Самостійно","DevOps","","3","1","21","Ні","Так"
"2021/01/28 10:31:06 AM GMT+2","C++","Так","JavaScript","React","","","","","","","Web Storm","","","","","","","","","","","","","","","","","","","","","","TypeScript","","Так","TypeScript","Самостійно","Веб-фронтенд","","1","1","20","Так","Так"
"2021/01/28 10:48:00 AM GMT+2","JavaScript","Так","JavaScript","React","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","JavaScript","JavaScript","Ні","","Самостійно","Веб-фронтенд","","","","","",""
"2021/01/28 10:51:00 AM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","","","","8.x","Intellij IDEA","","","","","","","","","","","","","","","Java","Java","Ні","","Самостійно","Бекенд програмування","","1","6","31","Так","Ні"
"2021/01/28 10:53:18 AM GMT+2","C#","Так","C#","","","","","","","","","","","","","","","",".Net core","Visual Studio Code","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","","Так","C++","Самостійно","Бекенд програмування","","6","3","25","Так","Так"
"2021/01/28 10:57:53 AM GMT+2","JavaScript","Так","JavaScript","React","","","","","","","Intellij IDEA","","","","","","","","","","","","","","","","","","","","","TypeScript","Python","","Так","Python","Самостійно","Веб-фронтенд","","6","5","27","Так","Ні"
"2021/01/28 11:11:42 AM GMT+2","C","Так","Kotlin","","","","","","","","","","","","","","","","Dagger2, RxJava, Retrofit, Glide, Jetpack","Android Studio","","","","","","","","","","","","Java","Kotlin","Java;Kotlin","Так","Objective C","Самостійно","Мобільна розробка","Android","5","2","26","Так","Ні"
"2021/01/28 11:34:25 AM GMT+2","Basic","Так","JavaScript","Angular;React;jQuery","","Express;Koa","","React Native;Expo","","","IDEA","","","","","","","","","","","","","","","","","","","","","Python;PHP","Java","JavaScript;Java","Так","Swift","За допомогою колег","Веб-фронтенд","","8","5","41","Так","Ні"
"2021/01/28 11:37:27 AM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","","","","11.x","","","","","","","","","","","","","","","Java","Java","Java","Ні","","Самостійно","Бекенд програмування","","5","5","30","Так","Ні"
"2021/01/28 11:38:06 AM GMT+2","PHP","Так","C#","","","","","","","","","","","","","","","","Unity, Oculus SDK","VS","","","","","","","","","","","","","C#","","Ні","","","VR","","7","7","27","Так","Так"
"2021/01/28 11:51:07 AM GMT+2","C","Ні","","","","","","","","","","","","","","","","","","vs code, idea","","","","","","","","","","","Java;PHP","Julia","Java","Java;Julia","Ні","","Самостійно","Бекенд програмування","","17","13","37","Так","Не пам'ятаю"
"2021/01/28 11:58:01 AM GMT+2","JavaScript","Так","JavaScript","React;Vue.js;jQuery","","Next.js","","React Native","","","","","","","","","","","","","","","","","","","","","","","","PHP","C++","JavaScript","Так","Swift","За допомогою професійних викладачів (курсів або індивідуальних занять)","Qa","","2","1","23","Так","Не пам'ятаю"
"2021/01/28 11:58:06 AM GMT+2","JavaScript","Так","JavaScript","React;Vue.js;jQuery","","Next.js","","React Native","","","","","","","","","","","","","","","","","","","","","","","","PHP","C++","JavaScript","Так","Swift","За допомогою професійних викладачів (курсів або індивідуальних занять)","Qa","","2","1","23","Так","Не пам'ятаю"
"2021/01/28 12:00:11 PM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","tensorflow","PyCharm","","","","","","","","","","","Python;C++","PHP","Python","Python","Ні","","Самостійно","Обробка масивів даних","","3","3","28","Так","Ні"
"2021/01/28 12:03:48 PM GMT+2","Basic","Так","Java","","","","","","","","","Spring","","","","","10.x","IntelliJ IDEA","","","","","","","","","","","","","","JavaScript;TypeScript","Java","","Ні","","","Бекенд програмування","","8","8","31","Так","Так"
"2021/01/28 12:15:41 PM GMT+2","JavaScript","Так","JavaScript","React;jQuery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript","","Ні","","","Веб-фронтенд","","0","0","26","Так","Ні"
"2021/01/28 12:39:43 PM GMT+2","C","Так","Ruby","","","","","","","","","","","","","","","","","VS Code","","","","","","","","","","","","Python;Ruby;bash","відповідно до вимог в проекті","Python","Ні","","Самостійно","Системне програмування","","8","3","30","Так","Не пам'ятаю"
"2021/01/28 1:05:59 PM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","Vue.js, Drupal","PhpStorm","","","","","","","","","","","JavaScript;PHP;TypeScript","Python","TypeScript","PHP","Так","Python","Самостійно","Бекенд програмування","","8","8","28","Так","Ні"
"2021/01/28 1:09:35 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Yii","monolog, flysystem","7.x","PhpStorm","","JavaScript","PHP","PHP","Ні","","","Бекенд програмування","","9","9","31","Так","Так"
"2021/01/28 1:18:05 PM GMT+2","Pascal/Delphi","Так","JavaScript","Vue.js","","","","","","","vs code","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript","JavaScript","JavaScript","Так","TypeScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","3","3","29","Так","Не пам'ятаю"
"2021/01/28 1:57:11 PM GMT+2","JavaScript","Так","Python","","","","","","","","","","","","","","","","","","Django","","pandas","Ні","","","","","","","","JavaScript","PHP","JavaScript;Java;C#;Python","Так","PHP","Самостійно","Бекенд програмування","","3","2","17","Так","Ні"
"2021/01/28 2:16:33 PM GMT+2","Java","Так","JavaScript","React","","Express;Next.js","","","","","Web storm","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript;Java","Так","Swift","Самостійно","Веб-фронтенд","","1","1","20","Так","Так"
"2021/01/28 2:44:20 PM GMT+2","C","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","7.x","PhpStorm","","JavaScript","PHP","","Ні","","","Бекенд програмування","","4","4","25","Так","Не пам'ятаю"
"2021/01/28 2:56:42 PM GMT+2","Swift","Так","Ruby","","","","","","","","","","","","","","","","","VS code","","","","","","","","","","","","Python","Go","Swift","Так","Scala","Самостійно","DevOps","","3","1","21","Ні","Так"
"2021/01/28 3:02:59 PM GMT+2","C++","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Yii","","5.x","PHPStorm","","JavaScript","PHP","PHP","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","0.5","1","24","Так","Ні"
"2021/01/28 3:11:55 PM GMT+2","Pascal/Delphi","Так","Ruby","","","","","","","","","","","","","","","","rails","sublime","","","","","","","","","","","","JavaScript","Ruby","Ruby","Так","JavaScript","Самостійно","Бекенд програмування","","3","3","26","Так","Так"
"2021/01/28 3:40:04 PM GMT+2","C++","Ні","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;C#;Python;PHP;C++;1C;C","JavaScript;Java;Python;PHP;C++;1C","Java","Java","Так","PHP","Самостійно","Веб-фронтенд","","","","","Так","Ні"
"2021/01/28 5:46:07 PM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","Numpy, PyTorch, OpenCV, ONNX, Tensorflow, FastAPI","VS Code","","","","","","","","","","","Python;C++","TypeScript;C","Rust","Python;Rust","Ні","Haskell","Самостійно","машинне навчання","","5","2","28","Ні","Так"
"2021/01/28 6:22:02 PM GMT+2","FORTRAN","Так","C#","","","","","","","","","","","","","","","","ASP.Net Core, AutoMapper, LinqKit","Visual Studio","","","","","","","","","","","","JavaScript;T-SQL","C#","JavaScript;C#;TypeScript","Так","Go","Самостійно","Бекенд програмування","","25","9","50","Так","Не пам'ятаю"
"2021/01/28 6:56:40 PM GMT+2","C#","Так","Python","","","","","","","","","","","","","","","","","","Flask","","NumPy;pandas","Ні","","VS Code","","","","","","PL-SQL","Python","Python;C++;C","Так","Kotlin","За допомогою професійних викладачів (курсів або індивідуальних занять)","Системне програмування","","1","3","19","Ні","Ні"
"2021/01/28 7:31:17 PM GMT+2","C++","Так","Java","","","","","","","","","Spring","","Spark","","","8.x","intellij idea","","","","","","","","","","","","","","Python;C++;Kotlin","Java","Java;C++","Ні","","Самостійно","Бекенд програмування","","1","1","28","Так","Ні"
"2021/01/28 11:19:09 PM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","Laravel, Vue, React Native","PhpStorm","","","","","","","","","","","JavaScript;PHP;Go","Go","PHP","","Ні","","","Бекенд програмування","","10","7","33","Так","Не пам'ятаю"
"2021/01/28 11:30:04 PM GMT+2","Python","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Magento","","7.x","VSCode","","JavaScript","Python","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","3","3","38","Так","Не пам'ятаю"
"2021/01/28 11:52:38 PM GMT+2","Pascal/Delphi","Так","1C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","Python","1C","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Десктоп-розробка","","27","20","45","Так","Ні"
"2021/01/29 11:22:25 AM GMT+2","Ruby","Так","JavaScript","React;jQuery","","","","","","","","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","","Так","Rust","Самостійно","Веб-фронтенд","","4","3","32","Так","Ні"
"2021/01/29 3:23:15 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Zend","","7.x","","","","Scala","Scala","Ні","","","Бекенд програмування","","8","8","28","Так","Не пам'ятаю"
"2021/01/29 5:13:32 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","7.x","phpstorm","","JavaScript","","","Так","C++","Самостійно","Бекенд програмування","","3","3","28","Так","Ні"
"2021/01/29 6:07:43 PM GMT+2","Swift","Так","Swift","","","","","","","","","","","","","","","","RxSwift, Combine, Kingfisher, Alamofire, ","Xcode ","","","","","","","","","","","","JavaScript;Swift","Swift","Swift","Ні","","","Мобільна розробка","iOS","3","3","26","Так","Ні"
"2021/01/29 10:36:01 PM GMT+2","JavaScript","Так","JavaScript","React","","","","","","","WebStorm","","","","","","","","","","","","","","","","","","","","","","JavaScript","","Ні","","","Веб-фронтенд","","5","1","27","Так","Ні"
"2021/01/29 10:39:03 PM GMT+2","Pascal/Delphi","Так","TypeScript","React","","","","","","","VSCode","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","","Так","Swift","Самостійно","Веб-фронтенд","","7","1","30","Так","Так"
"2021/01/29 10:48:13 PM GMT+2","JavaScript","Так","JavaScript","React","","Express","","React Native","","","WebStorm","","","","","","","","","","","","","","","","","","","","","JavaScript;Python;TypeScript","JavaScript","JavaScript","Так","C#","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","5","5","28","Так","Ні"
"2021/01/29 11:23:02 PM GMT+2","Pascal/Delphi","Так","Pascal/Delphi","","","","","","","","","","","","","","","","FireDAC","Embarcaderro Delphi","","","","","","","","","","","","PHP","Pascal/Delphi","","Ні","","Самостійно","Десктоп-розробка","","10","10","38","Так","Так"
"2021/01/30 12:16:24 AM GMT+2","Java","Так","JavaScript","React","","Express;Next.js","","","","","Web storm","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript;Java","Так","Swift","Самостійно","Веб-фронтенд","","1","1","20","Так","Так"
"2021/01/30 1:28:13 AM GMT+2","C","Так","Swift","","","","","","","","","","","","","","","","Foundation, UIKit","Xcode","","","","","","","","","","","","Objective-C","Swift","Swift","Так","Dart","Самостійно","Мобільна розробка","iOS","3","3","38","Так","Ні"
"2021/01/30 8:49:10 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony;Zend","","7.x","Phpstorm","","JavaScript","PHP","PHP","Ні","JavaScript","Самостійно","Бекенд програмування","","8","8","","Так","Ні"
"2021/01/30 10:15:31 AM GMT+2","Python","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","","7.x","","","","PHP","JavaScript;PHP","Так","Go","Самостійно","Бекенд програмування","","3","3","22","Так","Не пам'ятаю"
"2021/01/30 1:42:49 PM GMT+2","C#","Так","JavaScript","Angular;React","","Express","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","C#;Python;TypeScript;C;PL-SQL","Go","JavaScript;C#;Python","Так","Go","Самостійно","Бекенд програмування","","1.5","1","21","Так","Ні"
"2021/01/30 1:43:31 PM GMT+2","C++","Так","Swift","","","","","","","","","","","","","","","","UIKit, SwiftUI, Alamofire","XCode","","","","","","","","","","","","Dart","Swift","Swift","Так","Dart","Самостійно","Мобільна розробка","iOS","1","1","21","Так","Ні"
"2021/01/30 1:43:54 PM GMT+2","Basic","Так","C#","","","","","","","","","","","","","","","","","Rider","","","","","","","","","","","","C#","C#","","Ні","","","Бекенд програмування","","15","15","39","Так","Ні"
"2021/01/30 1:44:47 PM GMT+2","C","Ні","","","","","","","","","","","","","","","","","jQuery, SMARTY, bootstrap, Glew, GLFW, GL","JetBrains","","","","","","","","","","","JavaScript;C#;Python;PHP;C++;C","TypeScript;T-SQL;PL-SQL","JavaScript","JavaScript;C++;C","Так","Kotlin","За допомогою професійних викладачів (курсів або індивідуальних занять)","Десктоп-розробка","","2","2","20","Так","Ні"
"2021/01/30 1:45:10 PM GMT+2","Pascal/Delphi","Так","Scala","","","","","","","","","","","","","","","","Apache SOLR, ReactJS","IntelliJ IDEA","","","","","","","","","","","","JavaScript;Java;PL-SQL","Scala","","Так","JavaScript","Самостійно","Бекенд програмування","","1","1","20","Так","Так"
"2021/01/30 1:45:15 PM GMT+2","C++","Так","Java","","","","","","","","","Spring","","Kafka","","","11.x","IntelliJ IDEA","","","","","","","","","","","","","","JavaScript","Java","","Так","Scala","Самостійно","Бекенд програмування","","2.5","2.5","22","Так","Так"
"2021/01/30 1:45:38 PM GMT+2","C++","Так","Python","","","","","","","","","","","","","","","","","","Django","","TensorFlow;NumPy;pandas","Так","","IDLE Python 3.8","","","","","","Java;C#;C++;R","C++","Java;C#;Python","Так","Ruby","Самостійно","Обробка масивів даних","","1","3","20","Так","Ні"
"2021/01/30 1:45:56 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;CodeIgniter","","7.x","PhpStorm","","JavaScript","PHP","","Ні","","","Бекенд програмування","","4","4","31","Так","Так"
"2021/01/30 1:46:00 PM GMT+2","Python","Так","Python","","","","","","","","","","","","","","","","","","Django;Flask","","","Ні","","PyCharm","","","","","","","Python","JavaScript;Java;Python","Ні","","Самостійно","Бекенд програмування","","2","2","19","Так","Ні"
"2021/01/30 1:46:15 PM GMT+2","Pascal/Delphi","Так","TypeScript","Angular","","NestJS","","Ionic","","","WebStorm","","","","","","","","","","","","","","","","","","","","","Python","JavaScript","","Так","Python","Самостійно","IoT","","6","6","25","Так","Ні"
"2021/01/30 1:46:45 PM GMT+2","Pascal/Delphi","Так","Kotlin","","","","","","","","","","","","","","","","","IntelliJ Idea products","","","","","","","","","","","","","Kotlin","Java;Python;Kotlin","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Мобільна розробка","Android","1.5","1.5","30","Так","Ні"
"2021/01/30 1:47:47 PM GMT+2","Pascal/Delphi","Так","C","","","","","","","","","","","","","","","","gtest","Vim","","","","","","","","","","","","Python;C++","C++","","Так","JavaScript","Самостійно","Системне програмування","","1","1","21","Так","Ні"
"2021/01/30 1:47:51 PM GMT+2","C","Так","C","","","","","","","","","","","","","","","","","Visual Studio 2019","","","","","","","","","","","","C++;C","C","C++;C","Так","Python","Самостійно","IoT","","1","3","21","Так","Ні"
"2021/01/30 1:48:33 PM GMT+2","C","Так","TypeScript","React","","","","React Native","","","VS Code / JetBrains WebStorm","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","","Так","C#","Самостійно","Веб-фронтенд","","2","3","21","Так","Ні"
"2021/01/30 1:48:38 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","",".NET Core, ASP .NET Core","Visual Studio","","","","","","","","","","","","","C#","","Ні","","Самостійно","Бекенд програмування","","20","10","42","Так","Ні"
"2021/01/30 1:49:18 PM GMT+2","C","Так","JavaScript","React","","Express;Next.js","","React Native","","","","","","","","","","","","","","","","","","","","","","","","C#;Python;PHP","JavaScript","JavaScript","Так","Java","Самостійно","Бекенд програмування","","","","","",""
"2021/01/30 1:49:20 PM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;Symfony","","7.x","Phpstorm ","","JavaScript","PHP","PHP","Ні","","","Бекенд програмування","","1","3","18","Так","Ні"
"2021/01/30 1:49:33 PM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","Asp.net, Asp.net Core","Visual Studio 2019","","","","","","","","","","","","JavaScript;T-SQL;PL-SQL","C#","C#","Ні","","","Бекенд програмування","","1","1","23","Так","Ні"
"2021/01/30 1:49:50 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","Asp net core, Moq","Rider","","","","","","","","","","","","JavaScript;T-SQL","C#","JavaScript;C#","Ні","Rust","Самостійно","Бекенд програмування","","1","1","19","Так","Ні"
"2021/01/30 1:50:13 PM GMT+2","C","Так","C#","","","","","","","","","","","","","","","","Дефолт","Visual Studio","","","","","","","","","","","","JavaScript;C#;Python;PHP;C++;C;T-SQL","C#","","Так","Java","За допомогою професійних викладачів (курсів або індивідуальних занять)","Десктоп-розробка","","3","2","20","Так","Ні"
"2021/01/30 1:50:26 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","",".Net Framework","Visual Studio","","","","","","","","","","","","JavaScript;PHP","C++","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","","","","Так","Ні"
"2021/01/30 1:50:36 PM GMT+2","Pascal/Delphi","Так","Go","","","","","","","","","","","","","","","","github.com/sirupsen/logrus,github.com/prometheus/client_golang","GoLand","","","","","","","","","","","","JavaScript;Python;TypeScript","Go","Python;Go","Так","R","Самостійно","Бекенд програмування","","2","1","19","Так","Так"
"2021/01/30 1:50:46 PM GMT+2","Basic","Так","Java","","","","","","","","","","TestNG","","No","Selenium WebDriver, Okhttp3","11.x","Intellij IDEA","","","","","","","","","","","","","","JavaScript","Python","Java","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","AQA","","0.5","1","41","Так","Ні"
"2021/01/30 1:51:09 PM GMT+2","JavaScript","Так","TypeScript","Angular","","Express;NestJS","","Cordova;Electron","","","Webstorm","","","","","","","","","","","","","","","","","","","","","JavaScript;C#","TypeScript","JavaScript;TypeScript","Так","C#","Самостійно","Веб-фронтенд","","2","1","20","Так","Ні"
"2021/01/30 1:51:20 PM GMT+2","C++","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Wordpress","simplehtmldom","5.x","Sublime Text 3","","JavaScript;Python;C++;C","PHP","","Так","C#","Самостійно","Бекенд програмування","","1","1","21","Так","Ні"
"2021/01/30 1:52:28 PM GMT+2","C","Так","C#","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python;T-SQL","C++","","Ні","","Самостійно","Гейм-дев","","3","2","21","Так","Ні"
"2021/01/30 1:52:34 PM GMT+2","Basic","Ні","","","","","","","","","","","","","","","","","","VIM","","","","","","","","","","","JavaScript;Java;C#;C++;C;T-SQL;Objective-C","Lua","C","","Так","Go","Самостійно","Бекенд програмування","","20","25","44","Ні","Так"
"2021/01/30 1:53:59 PM GMT+2","JavaScript","Так","JavaScript","React","","Next.js","","React Native","","","PHPStorm","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript;TypeScript","Так","TypeScript","Самостійно","Веб-фронтенд","","","","","Так","Ні"
"2021/01/30 1:54:09 PM GMT+2","Pascal/Delphi","Так","JavaScript","React;Vue.js","","Express;Next.js;NestJS","","React Native;Expo","","","VS code","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","Kotlin","Самостійно","Веб-фронтенд","","2","1","20","Так","Не пам'ятаю"
"2021/01/30 1:55:44 PM GMT+2","Java","Так","Java","","","","","","","","","Spring","","Hadoop","","","8.x","Idea","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","","Так","TypeScript","Самостійно","Бекенд програмування","","2","2","30","Ні","Ні"
"2021/01/30 1:55:50 PM GMT+2","Java","Так","Java","","","","","","","","","Spring","","Hadoop","","","8.x","Idea","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","","Так","TypeScript","Самостійно","Бекенд програмування","","2","2","30","Ні","Ні"
"2021/01/30 1:55:50 PM GMT+2","Basic","Так","TypeScript","","","Express;NestJS;Koa","","","","","vsCode","","","","","","","","","","","","","","","","","","","","","","elixir","TypeScript","Так","elixir","Самостійно","Бекенд програмування","","3","2","22","Так","Не пам'ятаю"
"2021/01/30 1:56:27 PM GMT+2","C","Ні","","","","","","","","","","","","","","","","","JQuery","Visual Studio","","","","","","","","","","","JavaScript;C#;C","JavaScript;C#;C","C#","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","1","1","18","Так","Ні"
"2021/01/30 1:56:36 PM GMT+2","C","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","-","","8","visual studio","","JavaScript;C#;PHP;C++;C","C#","JavaScript;C#;PHP;C","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","","1","18","Так","Ні"
"2021/01/30 1:57:13 PM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;Magento 2","","7.x","PHP Storm","","JavaScript","PHP","","Так","JavaScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","0.5","0.5","21","Так","Ні"
"2021/01/30 1:57:19 PM GMT+2","Python","Так","Java","","","","","","","","","","","","","","11.x","Inteliji Idea","","","","","","","","","","","","","","C#;Python;Kotlin","Kotlin","Java;C#","Ні","","Самостійно","Мобільна розробка","Android","","","","Так","Ні"
"2021/01/30 1:57:46 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","-","VS","","","","","","","","","","","","JavaScript;Python;PHP;T-SQL","C#","JavaScript;C#;PHP","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Десктоп-розробка","","0","2","18","Так","Ні"
"2021/01/30 1:58:01 PM GMT+2","C++","Так","TypeScript","React","","","","React Native","","","Vscode","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","","Ні","","Самостійно","Веб-фронтенд","","2","1","20","Так","Ні"
"2021/01/30 1:58:12 PM GMT+2","Pascal/Delphi","Так","JavaScript","Angular","","Express","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","TypeScript;C","TypeScript","","Так","Go","Самостійно","IoT","","10","5","","Так","Так"
"2021/01/30 1:58:32 PM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Django;Flask","","NumPy;pandas","","","","","","","","","JavaScript;PHP","JavaScript","JavaScript;Python","Ні","","Самостійно","Веб-фронтенд","","","","","Так","Ні"
"2021/01/30 1:58:52 PM GMT+2","C#","Так","C#","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C#","","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","","","","1","18","Так","Ні"
"2021/01/30 1:59:46 PM GMT+2","C++","Ні","","","","","","","","","","","","","","","","",".Net 3.1, Entity Framework, ASP, Angular, Bootstrap","Visual Studio","","","","","","","","","","","C#;TypeScript","JavaScript;T-SQL","C#","JavaScript;Java;C#;PHP;C++;TypeScript;T-SQL;Processing, Bash, PowerShell","Ні","","","Бекенд програмування","","2","2","22","Так","Ні"
"2021/01/30 2:00:26 PM GMT+2","Basic","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Yii","Bcmath, Carbon","7.x","VS code","","Go","Go","","Так","Dart","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","5","5","21","Так","Не пам'ятаю"
"2021/01/30 2:01:19 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","Asp.net,entity framework","Visual studio","","","","","","","","","","","","T-SQL","C#","JavaScript;C#;T-SQL","Так","Ruby","Самостійно","Бекенд програмування","","3","2","18","Так","Ні"
"2021/01/30 2:01:53 PM GMT+2","JavaScript","Так","TypeScript","React","","","","","","","vscode","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","","Ні","","","Веб-фронтенд","","2","1","27","Так","Так"
"2021/01/30 2:02:18 PM GMT+2","C","Так","JavaScript","jQuery","","","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","C#;Python;PHP","JavaScript","","Так","Go","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","2","1","20","Так","Ні"
"2021/01/30 2:02:41 PM GMT+2","Basic","Так","Python","","","","","","","","","","","","","","","","","","Flask","aiohttp","Keras;PyTorch;TensorFlow;NumPy;pandas","Так","Pydantic","PyCharm","","","","","","JavaScript","Python","Python","Так","","Самостійно","Бекенд програмування","","3","3","26","Так","Так"
