Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/10/2020 17:13:12,C++,Так,Python,,JavaScript,Python,Python,Ні,,Книги та документацію,1,1,21,Так,Ні
1/10/2020 17:14:17,Pascal/Delphi,Так,Python,,"JavaScript, C++",JavaScript,Python,Так,1C,Онлайн-курси,2,2,26,Так,Ні
1/10/2020 17:14:25,C,Так,C,,Python,Python,,Так,C++,Книги та документацію,,,,Так,Ні
1/10/2020 17:14:42,Basic,Так,C#,,"JavaScript, T-SQL",C#,,Так,TypeScript,Книги та документацію,10,10,38,Ні,Не пам'ятаю
1/10/2020 17:15:47,C++,Так,Swift,,"Objective-C, Ruby, Dart",Swift,"Swift, Dart",Ні,,Онлайн-курси,3,3,38,Так,Ні
1/10/2020 17:16:19,Java,Так,Kotlin,,"Unix Shell, TypeScript, Java, Kotlin",Kotlin,,Так,Dart,Книги та документацію,4,1,28,Так,Не пам'ятаю
1/10/2020 17:16:21,PHP,Так,JavaScript,,PHP,C++,PHP,Так,C++,Онлайн-курси,1,1,14,Так,Ні
1/10/2020 17:16:42,C++,Так,C#,,TypeScript,C#,C#,Так,TypeScript,Книги та документацію,1,1,21,Так,Ні
1/10/2020 17:19:58,Java,Так,Java,,"JavaScript, Scala",Java,Java,Ні,,Онлайн-курси,6,4,29,Так,Ні
1/10/2020 17:20:33,C,Так,JavaScript,,"JavaScript, TypeScript",Rust,"C, Rust",Ні,,Книги та документацію,3,3,22,Так,Ні
1/10/2020 17:22:14,C++,Так,Python,,"JavaScript, C++, C#",Python,Python,Так,C++,Онлайн-курси,1,1,20,Так,Ні
1/10/2020 17:22:33,Pascal/Delphi,Так,C#,,"JavaScript, Python, TypeScript, T-SQL, Go",C#,"C#, TypeScript",Так,Kotlin,Онлайн-курси,5,7,25,Так,Ні
1/10/2020 17:23:56,Java,Так,Kotlin,,Java,Kotlin,"Java, Kotlin",Так,Go,Книги та документацію,5,3,29,Так,Ні
1/10/2020 17:24:59,C++,Так,C++,,Python,C++,C++,Так,Go,Книги та документацію,2,2,23,Так,Не пам'ятаю
1/10/2020 17:25:05,C++,Так,C++,,Python,C++,C++,Так,Go,Книги та документацію,2,2,23,Так,Не пам'ятаю
1/10/2020 17:29:12,C++,Так,C++,,lua,C++,C++,Ні,,Книги та документацію,7,3,26,Так,Ні
1/10/2020 17:30:10,Pascal/Delphi,Так,Java,,,Java,,Ні,,,0,0,30,Так,Ні
1/10/2020 17:31:19,Pascal/Delphi,Так,Java,,"JavaScript, TypeScript",TypeScript,"Java, JavaScript, TypeScript",Так,Python,Онлайн-курси,6,5,26,Так,Так
1/10/2020 17:31:30,Pascal/Delphi,Так,Python,,"Unix Shell, PL-SQL",Python,Python,Так,Julia,Онлайн-курси,9,4,42,Так,Ні
1/10/2020 17:32:22,Java,Так,C++,,"JavaScript, Java, T-SQL, C++, C#",C#,"JavaScript, C#, PL-SQL",Так,C#,Книги та документацію,10,7,42,Так,Ні
1/10/2020 17:33:17,Pascal/Delphi,Так,C++,,"Python, C++, C",C++,"C++, C",Так,Python,Книги та документацію,10,7,36,Ні,Не пам'ятаю
1/10/2020 17:34:59,Pascal/Delphi,Так,Java,,"JavaScript, Unix Shell, C++",Java,"Java, JavaScript, C++",Ні,,Книги та документацію,4,2,21,Так,Ні
1/10/2020 17:37:05,Java,Так,Java,,Kotlin,Java,,Так,Kotlin,Книги та документацію,3,4,30,Так,Ні
1/10/2020 17:38:02,C,Так,Python,,JavaScript,Python,,Ні,,Книги та документацію,3,1,22,Так,Ні
1/10/2020 17:40:42,Pascal/Delphi,Так,PL-SQL,,"Python, Unix Shell, T-SQL",Python,"Python, C++, Pascal/Delphi, PL-SQL",Ні,,Онлайн-курси,1,2,22,Так,Ні
1/10/2020 17:41:12,JavaScript,Так,JavaScript,,"Python, TypeScript, C#",TypeScript,"JavaScript, C#, Python, TypeScript",Так,C#,Книги та документацію,1,2,18,Так,Ні
1/10/2020 17:41:52,Pascal/Delphi,Так,C++,,C++,C++,C++,Так,Java,Офлайн-курси,0,4,18,Так,Ні
1/10/2020 17:42:30,Basic,Так,JavaScript,,TypeScript,TypeScript,,Ні,,Онлайн-курси,5,4,27,Так,Так
1/10/2020 17:43:20,PHP,Так,JavaScript,,TypeScript,TypeScript,"JavaScript, C++, TypeScript",Ні,,Книги та документацію,7,5,22,Так,Ні
1/10/2020 17:45:03,C++,Так,JavaScript,,JavaScript,JavaScript,,Так,TypeScript,Книги та документацію,1,1,36,Так,Так
1/10/2020 17:45:04,Pascal/Delphi,Так,PHP,,JavaScript,JavaScript,,Ні,,Книги та документацію,5,2,27,Так,Ні
1/10/2020 17:45:25,C,Так,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#, C++, TypeScript",Ні,,Книги та документацію,4,4,26,Так,Ні
1/10/2020 17:46:38,BASIC-86,Так,PHP,,JavaScript,PHP,"PHP, Pascal/Delphi",,,Онлайн-курси,18,4,38,Так,Ні
1/10/2020 17:48:01,Dart,Так,Dart,,Swift,Dart,Swift,Так,Ruby,Книги та документацію,3,15,33,Так,Ні
1/10/2020 17:48:41,Pascal/Delphi,Так,Pascal/Delphi,,C++,C#,"C#, C++, Pascal/Delphi",Так,Java,Онлайн-курси,7,5,22,Так,Так
1/10/2020 17:51:53,Basic,Так,PHP,,JavaScript,Python,PHP,Так,Go,Онлайн-курси,5,5,39,Так,Ні
1/10/2020 17:54:53,Pascal/Delphi,Так,Ruby,,JavaScript,Ruby,,Так,Go,Книги та документацію,10,10,34,Так,Так
1/10/2020 17:56:08,Perl,Так,JavaScript,,PHP,JavaScript,"JavaScript, PHP, Pascal/Delphi",Так,Python,Онлайн-курси,1,1,50,Так,Ні
1/10/2020 17:57:01,JavaScript,Так,JavaScript,,TypeScript,JavaScript,JavaScript,Ні,,Онлайн-курси,1,1,26,Так,Ні
1/10/2020 17:57:18,C++,Так,C,,"C++, C",Python,"C++, C",Ні,,Книги та документацію,0,1,18,Так,Ні
1/10/2020 17:57:34,C,Так,Go,,"Python, Unix Shell",Java,"PHP, Python, C++, Go",Ні,,Онлайн-курси,5,1,46,Так,Ні
1/10/2020 17:59:00,C++,Так,C#,,JavaScript,C#,"JavaScript, C#",Так,Python,Книги та документацію,3,2,20,Так,Ні
1/10/2020 17:59:50,Basic,Так,Go,,"Python, Unix Shell, C++, C",Go,,Так,Rust,Книги та документацію,15,2,42,Так,Не пам'ятаю
1/10/2020 18:01:55,Pascal/Delphi,Так,R,,T-SQL,Python,R,Ні,,,27,5,47,Так,Не пам'ятаю
1/10/2020 18:02:42,C,Так,JavaScript,,"Unix Shell, PHP",JavaScript,JavaScript,Ні,,Книги та документацію,15,5,40,Так,Ні
1/10/2020 18:05:26,Java,Так,Java,,"JavaScript, Java",Java,Java,Ні,,Книги та документацію,4,3,26,Так,Ні
1/10/2020 18:07:06,Pascal/Delphi,Так,Java,,JavaScript,Java,Java,Так,Python,Офлайн-курси,2,2,20,Ні,Ні
1/10/2020 18:07:42,Basic,Так,JavaScript,,,TypeScript,,Так,Haskell,Книги та документацію,14,8,36,Так,Не пам'ятаю
1/10/2020 18:08:59,Java,Так,Java,,"Python, Java, C#",Java,Java,Так,Python,Онлайн-курси,0,0,28,Так,Ні
1/10/2020 18:09:22,Pascal/Delphi,Так,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#, TypeScript",Так,TypeScript,Книги та документацію,2,2,22,Так,Ні
1/10/2020 18:11:50,Pascal/Delphi,Так,Scala,,"JavaScript, TypeScript, Java, PL-SQL, Scala",Scala,"JavaScript, TypeScript, Scala, PL-SQL",Так,Python,Онлайн-курси,7,5,35,Так,Не пам'ятаю
1/10/2020 18:12:29,C++,Ні,,"JavaScript, TypeScript","Unix Shell, PHP",TypeScript,,Так,Python,Онлайн-курси,6,5,27,Так,Ні
1/10/2020 18:15:17,Basic,Так,TypeScript,,JavaScript,TypeScript,"Java, JavaScript, C#, TypeScript, C",Так,Go,Книги та документацію,15,1,42,Ні,Не пам'ятаю
1/10/2020 18:15:56,C++,Так,Scala,,"JavaScript, Python, Unix Shell, Java",Scala,"Java, Scala",Так,Python,Книги та документацію,8,3,34,Так,Ні
1/10/2020 18:23:34,Python,Так,JavaScript,,Python,Python,"Java, JavaScript, Python",Так,C#,Онлайн-курси,3,2,32,Так,Ні
1/10/2020 18:24:15,Java,Так,C,,"Python, Unix Shell",C,"Java, C",Ні,,Книги та документацію,0,3,17,Так,Так
1/10/2020 18:24:28,С#,Так,C#,,"JavaScript, TypeScript, T-SQL",JavaScript,"JavaScript, C#, TypeScript, PL-SQL, T-SQL",Так,JavaScript,Онлайн-курси,,,20,Так,Ні
1/10/2020 18:26:28,PHP,Так,TypeScript,,"JavaScript, Unix Shell, C#",TypeScript,"JavaScript, C#, TypeScript",Так,C#,Книги та документацію,8,8,32,Так,Ні
1/10/2020 18:27:49,Pascal/Delphi,Так,Python,,"JavaScript, Python, Unix Shell",Python,Python,Ні,,,10,4,28,Так,Ні
1/10/2020 18:29:04,Basic,Так,PHP,,"JavaScript, T-SQL",Python,"JavaScript, PHP",Так,Python,Книги та документацію,5,5,39,Так,Ні
1/10/2020 18:32:35,Pascal/Delphi,Ні,,"Java, JavaScript, Python, C++, Pascal/Delphi",C#,C++,Python,Так,Python,Книги та документацію,,,,Так,Ні
1/10/2020 18:33:01,C,Ні,,"C#, PHP",JavaScript,PHP,"JavaScript, C#, PHP, C",Ні,,Книги та документацію,0,2,20,Так,Так
1/10/2020 18:33:23,Pascal/Delphi,Ні,,JavaScript,Unix Shell,JavaScript,,Ні,,Офлайн-курси,4,4,26,Так,Так
1/10/2020 18:33:36,Pascal/Delphi,Так,JavaScript,,C++,JavaScript,"JavaScript, C++, Pascal/Delphi",Ні,,Книги та документацію,2,2,22,Так,Ні
1/10/2020 18:34:11,Асемблер,Так,C++,,Асемблер,C++,Асемблер,Так,C++,Книги та документацію,3,3,21,Так,Ні
1/10/2020 18:35:10,Perl,Так,PHP,,JavaScript,PHP,"JavaScript, PHP",Ні,,Книги та документацію,11,8,32,Так,Так
1/10/2020 18:36:15,C++,Так,TypeScript,,"JavaScript, C#",C#,"C#, TypeScript",Так,Angular / React,Книги та документацію,1,1,21,Так,Ні
1/10/2020 18:36:57,Java,Так,Python,,"JavaScript, Python, PHP",PHP,JavaScript,Так,PHP,,1,,20,Так,Ні
1/10/2020 18:40:16,Pascal/Delphi,Так,Pascal/Delphi,,Python,C#,Pascal/Delphi,Ні,C#,Онлайн-курси,1,2,33,Так,Не пам'ятаю
1/10/2020 18:41:26,C++,Так,Python,,PL-SQL,Python,Python,Ні,,Онлайн-курси,3,2,29,Так,Ні
1/10/2020 18:41:34,Basic,Так,JavaScript,,"Unix Shell, PHP",JavaScript,"JavaScript, PHP",Ні,,Книги та документацію,7,6,36,Так,Не пам'ятаю
1/10/2020 18:42:27,Pascal/Delphi,Ні,,Python,"PL-SQL, R",Python,,Так,R,Книги та документацію,8,3,37,Так,Ні
1/10/2020 18:42:33,Pascal/Delphi,Ні,,Python,"PL-SQL, R",Python,,Так,R,Книги та документацію,8,3,37,Так,Ні
1/10/2020 18:43:34,Python,Так,Pydroid 3,,Python,Python,,Так,JavaScript,Книги та документацію,,,16,Так,Ні
1/10/2020 18:47:40,JavaScript,Так,JavaScript,,"JavaScript, TypeScript",Java,,Ні,,Книги та документацію,8,5,34,Так,Ні
1/10/2020 18:48:01,PHP,Так,PHP,,"JavaScript, Unix Shell",PHP,"Java, JavaScript, PHP, C++",Ні,,Онлайн-курси,5,5,20,Так,Так
1/10/2020 18:50:00,Java,Ні,,"Java, Python, Kotlin, Unix Shell","Unix Shell, Ruby, other DSL, groovy","Java, kotlin, python","Java, Python, Kotlin, Go, Groovy, Unix Shell",Ні,,Книги та документацію,20,15,41,Так,Ні
1/10/2020 18:50:03,C++,Так,C++,,"C#, C",C#,C++,Ні,,Книги та документацію,6,6,24,Так,Так
1/10/2020 18:50:38,Pascal/Delphi,Ні,,Pascal/Delphi,C++,Pascal/Delphi,C++,Ні,,Онлайн-курси,0,3,22,Так,Ні
1/10/2020 18:52:48,Pascal/Delphi,Так,Java,,PL-SQL,Java,Java,Ні,,Книги та документацію,4,4,35,Так,Ні
1/10/2020 18:54:12,Pascal/Delphi,Так,Python,,"JavaScript, Go",Python,Python,Ні,,Книги та документацію,8,8,29,Так,Так
1/10/2020 18:55:23,JavaScript,Так,C#,,"JavaScript, Python, TypeScript, T-SQL",C#,"C#, Python",Ні,,Книги та документацію,3,2,29,Так,Так
1/10/2020 18:56:05,Python,Так,Python,,Html,Python,,Так,Swift,Офлайн-курси,,1,21,Так,Ні
1/10/2020 18:57:28,JavaScript,Ні,,"Java, JavaScript",,JavaScript,,Так,Ruby,Книги та документацію,1,1,24,Так,Ні
1/10/2020 18:58:32,Pascal/Delphi,Так,Java,,JavaScript,Scala,Java,Ні,Scala,Онлайн-курси,6,3,28,Так,Не пам'ятаю
1/10/2020 18:58:41,Pascal/Delphi,Так,Java,,JavaScript,Scala,Java,Ні,Scala,Онлайн-курси,6,3,28,Так,Не пам'ятаю
1/10/2020 18:59:43,,Так,C++,,JavaScript,Java,,Так,,,,,,,Ні
1/10/2020 19:01:36,Basic,Так,JavaScript,,"Python, C++",Python,"PHP, C++",Ні,,,20,3,41,Так,Ні
1/10/2020 19:03:21,JavaScript,Так,JavaScript,,"JavaScript, TypeScript",Python,"JavaScript, TypeScript",Так,Python,Офлайн-курси,2,1,29,Так,Ні
1/10/2020 19:08:01,Basic,Так,C++,,"Python, Unix Shell",Python,"Python, C++",Так,Python,Книги та документацію,6,4,25,Так,Так
1/10/2020 19:08:05,Pascal/Delphi,Так,Python,,PL-SQL,Python,Python,Так,Ruby,Книги та документацію,3,2,27,Так,Ні
1/10/2020 19:09:09,C++,Так,Java,,C++,Java,,Так,JavaScript,Книги та документацію,0,1,25,Так,Не пам'ятаю
1/10/2020 19:11:32,Java,Так,Scala,,,Scala,Scala,Так,Haskell,Онлайн-курси,7,4,45,Так,Не пам'ятаю
1/10/2020 19:12:23,C++,Так,C#,,"JavaScript, Java, T-SQL",C#,"Java, JavaScript, C#, C++",Ні,C#,Книги та документацію,4,2,22,Так,Так
1/10/2020 19:15:17,C,Так,PHP,,PL-SQL,PHP,PHP,Так,Go,Офлайн-курси,3,3,37,Так,Так
1/10/2020 19:16:04,Java,Так,JavaScript,,TypeScript,Python,,Так,Python,Офлайн-курси,1,1,18,Так,Ні
1/10/2020 19:16:21,Java,Ні,,"Java, C++",,Java,,Ні,,,,,,,
1/10/2020 19:17:50,Pascal/Delphi,Так,PHP,,"JavaScript, T-SQL, PL-SQL",TypeScript,"Java, JavaScript, PHP",Так,Java,Онлайн-курси,2,2,25,Так,Ні
1/10/2020 19:18:13,Pascal/Delphi,Так,JavaScript,,"JavaScript, TypeScript, Java",JavaScript,JavaScript,Ні,,,12,10,35,Ні,Так
1/10/2020 19:20:55,Pascal/Delphi,Так,Java,,"JavaScript, Unix Shell",Java,,Ні,,Книги та документацію,6,6,25,Так,Так
1/10/2020 19:21:31,C++,Ні,,PHP,JavaScript,JavaScript,PHP,Ні,,Книги та документацію,2,1,24,Так,Ні
1/10/2020 19:21:35,JavaScript,Ні,,JavaScript,JavaScript,JavaScript,JavaScript,Так,TypeScript,Онлайн-курси,6,6,27,Так,Ні
1/10/2020 19:24:38,Pascal/Delphi,Так,PHP,,JavaScript,PHP,,Так,Go,Книги та документацію,7,7,28,Так,Ні
1/10/2020 19:27:18,Basic,Так,TypeScript,,"JavaScript, PHP",TypeScript,"JavaScript, PHP, TypeScript",Так,Python,Книги та документацію,10,3,37,Так,Не пам'ятаю
1/10/2020 19:33:16,Pascal/Delphi,Так,Java,,"Python, Unix Shell",Java,"Java, Python",Так,Python,Онлайн-курси,6,5,28,Так,Не пам'ятаю
1/10/2020 19:41:31,C++,Так,C#,,C#,C#,Java,Ні,,Книги та документацію,2,1,20,Так,Ні
1/10/2020 19:42:22,Pascal/Delphi,Так,Java,,JavaScript,Java,,Так,TypeScript,Книги та документацію,8,3,30,Так,Не пам'ятаю
1/10/2020 19:42:37,Basic,Так,Kotlin,,,Kotlin,"JavaScript, PHP, Kotlin, Pascal/Delphi",Так,Swift,Книги та документацію,18,2,39,Так,Не пам'ятаю
1/10/2020 19:43:50,Basic,Так,Scala,,"Python, Unix Shell",Scala,Scala,Так,Haskell,Онлайн-курси,9,4,38,Так,Не пам'ятаю
1/10/2020 19:45:28,Pascal/Delphi,Так,PHP,,"JavaScript, T-SQL",PHP,"JavaScript, PHP",Так,Kotlin,Книги та документацію,15,10,42,Так,Ні
1/10/2020 19:46:19,Pascal/Delphi,Так,Java,,JavaScript,Java,Java,Ні,,,4,1,31,Так,Ні
1/10/2020 19:48:49,Java,Так,Java,,JavaScript,TypeScript,"Java, TypeScript",Так,TypeScript,Онлайн-курси,1,1,26,Ні,Ні
1/10/2020 19:49:37,Pascal/Delphi,Так,PHP,,"JavaScript, Python, Go",Python,"Python, Go",Так,Go,Книги та документацію,7,6,31,Так,Ні
1/10/2020 19:50:50,С#,Так,Apex,,JavaScript,Apex,"C#, Apex",Так,Ruby,Книги та документацію,3,3,41,Так,Ні
1/10/2020 19:51:03,С#,Так,Apex,,JavaScript,Apex,"C#, Apex",Так,Ruby,Книги та документацію,3,3,41,Так,Ні
1/10/2020 19:52:54,С#,Так,Elm,,"Python, Rust, Elm",Elm,Elm,Так,Rust,Книги та документацію,2,2,18,Так,Ні
1/10/2020 19:53:49,C,Так,Java,,Unix Shell,Java,"Java, TypeScript",Так,TypeScript,Офлайн-курси,5,5,31,Так,Не пам'ятаю
1/10/2020 19:54:10,Basic,Так,Java,,"JavaScript, Python, Unix Shell, Go, Kotlin, Scala",Kotlin,"Java, TypeScript, Kotlin, Go",Так,Rust,Книги та документацію,21,15,42,Ні,Так
1/10/2020 19:55:25,JavaScript,Так,JavaScript,,PHP,JavaScript,,Так,TypeScript,,1,1,25,Так,Ні
1/10/2020 19:55:33,Pascal/Delphi,Так,C#,,"Python, Java, C, Kotlin",C#,"Java, C#",Ні,,Онлайн-курси,1,1,30,Так,Так
1/10/2020 20:02:37,C++,Ні,,"C#, C++",C,JavaScript,C++,Так,JavaScript,,0,1,19,Так,Ні
1/10/2020 20:02:37,JavaScript,Так,JavaScript,,JavaScript,JavaScript,,Ні,Java,Книги та документацію,3,3,28,Так,Ні
1/10/2020 20:03:01,Basic,Ні,,"JavaScript, PHP, TypeScript, T-SQL, PL-SQL",,JavaScript,JavaScript,Ні,,Онлайн-курси,15,12,18,Так,Не пам'ятаю
1/10/2020 20:03:14,Pascal/Delphi,Так,JavaScript,,"TypeScript, T-SQL, C#, PL-SQL",Go,JavaScript,Так,Go,Онлайн-курси,5,5,27,Так,Не пам'ятаю
1/10/2020 20:03:21,C++,Так,C#,,C#,C#,,Ні,,Книги та документацію,0,0,17,Так,Ні
1/10/2020 20:04:37,Basic,Так,Python,,,Python,,Ні,,,4.5,3.5,24,Так,Ні
1/10/2020 20:06:23,Pascal/Delphi,Ні,,Html,JavaScript,Python,Python,Так,C#,Офлайн-курси,1,1,14,Так,Не пам'ятаю
1/10/2020 20:09:15,PHP,Так,PHP,,JavaScript,PHP,PHP,Так,JavaScript,Книги та документацію,3,3,28,Так,Ні
1/10/2020 20:09:23,PHP,Так,PHP,,JavaScript,PHP,PHP,Так,JavaScript,Книги та документацію,3,3,28,Так,Ні
1/10/2020 20:09:33,Pascal/Delphi,Так,Python,,JavaScript,Python,"Java, Python",Так,JavaScript,Книги та документацію,1,1,38,Так,Ні
1/10/2020 20:09:55,C++,Ні,,"Python, C++, C",Python,C++,C++,Так,JavaScript,Книги та документацію,6,5,32,Так,Ні
1/10/2020 20:10:05,C++,Ні,,"Python, C++, C",Python,C++,C++,Так,JavaScript,Книги та документацію,6,5,32,Так,Ні
1/10/2020 20:11:08,Ruby,Так,Ruby,,JavaScript,Ruby,"JavaScript, Ruby",Так,Python,Книги та документацію,3,3,33,Так,Ні
1/10/2020 20:11:58,Pascal/Delphi,Так,Python,,R,Python,Python,Ні,,,2,1,22,Так,Ні
1/10/2020 20:15:03,Fortran,Так,T-SQL,,,T-SQL,"C#, T-SQL",Ні,,Книги та документацію,27,12,47,Так,Ні
1/10/2020 20:15:10,Pascal/Delphi,Так,Python,,"JavaScript, Unix Shell, PL-SQL",Python,"JavaScript, Python",Так,TypeScript,Книги та документацію,11,6,31,Так,Не пам'ятаю
1/10/2020 20:21:04,C,Так,Python,,"Unix Shell, C#",Python,"C#, Python",Ні,,Онлайн-курси,1,1,22,Так,Ні
1/10/2020 20:23:34,Python,Так,Go,,Python,Go,Go,Ні,,Онлайн-курси,4,1,26,Так,Ні
1/10/2020 20:24:56,C++,Ні,,"Java, C++","C#, C",Python,,Так,Java,Офлайн-курси,,,,Так,Ні
1/10/2020 20:28:47,,Ні,,PHP,"JavaScript, Java, PHP",PHP,,Так,JavaScript,Книги та документацію,,,,Так,Ні
1/10/2020 20:30:33,lisp,Так,PHP,,JavaScript,PHP,,Ні,,Онлайн-курси,1,1,39,Так,Ні
1/10/2020 20:31:37,C++,Так,C#,,"JavaScript, Java, C++",C#,,Так,JavaScript,Онлайн-курси,2,1,20,Так,Ні
1/10/2020 20:34:08,С#,Так,Python,,JavaScript,Python,"JavaScript, Python",Ні,,Книги та документацію,4,3,21,Так,Так
1/10/2020 20:37:22,C,Так,PHP,,JavaScript,PHP,"JavaScript, PHP",Ні,JavaScript,Офлайн-курси,3,3,26,Так,Не пам'ятаю
1/10/2020 20:38:56,Basic,Так,T-SQL,,"C#, R",T-SQL,C#,Так,Go,Книги та документацію,23,23,43,Так,Не пам'ятаю
1/10/2020 20:39:40,Java,Так,PHP,,"JavaScript, Unix Shell, T-SQL, PL-SQL",Kotlin,"Java, PHP",Ні,,Книги та документацію,,,,Ні,Ні
1/10/2020 20:40:05,Basic,Так,C#,,Python,Clojure,Clojure,Так,Clojure,Книги та документацію,8,5,34,Так,Не пам'ятаю
1/10/2020 20:40:49,Pascal/Delphi,Так,1C,,"Java, C++, C#",Java,"C#, C++, 1C",Так,C++,Онлайн-курси,4,2,30,Так,Так
1/10/2020 20:40:59,PHP,Так,Java,,JavaScript,Java,"Java, JavaScript, C#",Так,JavaScript,Книги та документацію,1,1,22,Так,Ні
1/10/2020 20:41:44,С#,Так,JavaScript,,"Python, T-SQL, PHP, C#",Python,"JavaScript, C#, PHP, Python, Scala, T-SQL",Так,Go,Онлайн-курси,3,2,27,Так,Ні
1/10/2020 20:42:30,JavaScript,Так,JavaScript,,"PHP, C++, C#, C",Java,,Так,TypeScript,Онлайн-курси,2,1,22,Так,Ні
1/10/2020 20:43:33,С#,Так,1C,,T-SQL,1C,"C#, 1C",Так,Kotlin,Офлайн-курси,4,3,25,Так,Ні
1/10/2020 20:43:48,Basic,Ні,,"Python, Go","JavaScript, TypeScript, C++, C",Python,"Python, Go",Так,Kotlin,Книги та документацію,8,4,35,Так,Ні
1/10/2020 20:44:56,Pascal/Delphi,Ні,,"JavaScript, PHP, Python",TypeScript,Python,"Python, C",Так,C++,Книги та документацію,6,3,27,Так,Не пам'ятаю
1/10/2020 20:47:44,Pascal/Delphi,Так,Python,,Unix Shell,Python,"PHP, Python",Так,Go,Книги та документацію,3,1,25,Так,Ні
1/10/2020 20:48:45,JavaScript,Так,JavaScript,,JavaScript,JavaScript,,Ні,,Книги та документацію,2.5,2,31,Так,Ні
1/10/2020 20:50:59,Pascal/Delphi,Так,JavaScript,,"JavaScript, TypeScript",TypeScript,JavaScript,Ні,,Книги та документацію,7,4,30,Так,Не пам'ятаю
1/10/2020 20:57:59,Pascal/Delphi,Так,1C,,JavaScript,1C,1C,Ні,,Онлайн-курси,12,12,33,Так,Ні
1/10/2020 20:57:59,Java,Так,Java,,"JavaScript, Java",Java,Java,Так,JavaScript,Офлайн-курси,1,1,30,Так,Не пам'ятаю
1/10/2020 20:58:04,Java,Так,Java,,"JavaScript, Java",Java,Java,Так,JavaScript,Офлайн-курси,1,1,30,Так,Не пам'ятаю
1/10/2020 20:58:06,Java,Так,Java,,"JavaScript, Java",Java,Java,Так,JavaScript,Офлайн-курси,1,1,30,Так,Не пам'ятаю
1/10/2020 21:01:36,1C,Так,1C,,,1C,1C,Ні,,Онлайн-курси,16,16,40,Так,Ні
1/10/2020 21:01:40,Pascal/Delphi,Так,JavaScript,,JavaScript,JavaScript,Немає,Ні,,Книги та документацію,0.5,0.5,22,Так,Ні
1/10/2020 21:01:41,Pascal/Delphi,Так,C#,,"JavaScript, C++, Perl",C#,"JavaScript, C#",Так,TypeScript,Книги та документацію,2,2,18,Так,Ні
1/10/2020 21:03:45,Pascal/Delphi,Так,Python,,"Unix Shell, Scala",Python,Python,Ні,,Офлайн-курси,6,2,27,Так,Ні
1/10/2020 21:03:50,Pascal/Delphi,Так,C#,,"JavaScript, TypeScript, PL-SQL",C#,"Java, JavaScript, C#, Python, C++, Pascal/Delphi, PL-SQL, T-SQL",Ні,,Книги та документацію,1,2,20,Так,Ні
1/10/2020 21:05:50,Pascal/Delphi,Так,C++,,"Python, Unix Shell, Java, C",Rust,,Так,Haskell,Книги та документацію,17,17,38,Так,Так
1/10/2020 21:06:00,Basic,Так,1C,,"JavaScript, Python, PHP",1C,"PHP, 1C",Так,Python,Книги та документацію,15,15,42,Так,Ні
1/10/2020 21:08:47,Pascal/Delphi,Так,PHP,,JavaScript,Java,"Java, JavaScript, PL-SQL",Так,Ruby,Онлайн-курси,3,3,25,Так,Ні
1/10/2020 21:09:25,Pascal/Delphi,Так,PHP,,JavaScript,Java,"Java, JavaScript, PL-SQL",Так,Ruby,Онлайн-курси,3,3,25,Так,Ні
1/10/2020 21:10:37,C++,Так,Java,,"JavaScript, Python, C++",C++,"Java, Python, C++",Так,Java,Онлайн-курси,1,1,19,Так,Ні
1/10/2020 21:11:00,Pascal/Delphi,Так,JavaScript,,"Python, PHP",JavaScript,JavaScript,Так,PHP,Офлайн-курси,1,1,27,Так,Ні
1/10/2020 21:11:15,Pascal/Delphi,Так,PHP,,"JavaScript, PHP",JavaScript,,Ні,,Онлайн-курси,7,7,30,Так,Так
1/10/2020 21:11:51,C,Так,Ruby,,JavaScript,Kotlin,Kotlin,Так,Kotlin,Книги та документацію,7,6,29,Так,Так
1/10/2020 21:12:22,Pascal/Delphi,Так,PHP,,"JavaScript, Java, T-SQL, Go",Go,,Так,Go,Онлайн-курси,7,4,35,Так,Не пам'ятаю
1/10/2020 21:15:48,C++,Так,C#,,JavaScript,Python,"C#, Python, C++, Ruby",Так,Python,Книги та документацію,1,3,20,Так,Ні
1/10/2020 21:18:04,С#,Так,C#,,,F#,"C#, C++, F#",Так,F#,Книги та документацію,0.5,5,24,Так,Ні
1/10/2020 21:20:36,Java,Ні,,"Python, Go, Unix Shell","JavaScript, Unix Shell",Go,Go,Так,Dart,Онлайн-курси,8,3,28,Ні,Не пам'ятаю
1/10/2020 21:21:59,Pascal/Delphi,Так,JavaScript,,"JavaScript, Python, PL-SQL",JavaScript,"JavaScript, Python",Так,Python,Онлайн-курси,14,10,37,Так,Так
1/10/2020 21:24:09,Basic,Так,Java,,"JavaScript, PL-SQL",Python,"Java, Python, PL-SQL",Так,Dart,Книги та документацію,4,4,40,Так,Ні
1/10/2020 21:25:33,Pascal/Delphi,Так,1C,,"Python, T-SQL, PHP",Python,Python,Так,Kotlin,Офлайн-курси,4,2,26,Так,Не пам'ятаю
1/10/2020 21:26:02,Pascal/Delphi,Так,JavaScript,,PHP,JavaScript,PHP,Так,JavaScript,Офлайн-курси,1,1,31,Так,Ні
