Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/17/2017 12:35:53,Basic,Да,PHP,,"JavaScript, PHP, Unix Shell",Go,"Java, JavaScript, PHP",Да,Java,Онлайн-курсы,10+,7,30,Да,Нет
1/17/2017 12:36:08,C++,Да,Swift,,Objective-C,Swift,,Да,Go,Офлайн-курсы,2,1,30,Нет,Не помню
1/17/2017 12:36:10,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,"JavaScript, Python",Да,Type Script,Книги и документацию,4,4,23,Да,Не помню
1/17/2017 12:36:13,Pascal/Delphi,Да,PL-SQL,,"Java, Pascal/Delphi",PL-SQL,нет,Да,Java,Офлайн-курсы,,10+,37,Да,Не помню
1/17/2017 12:36:21,Pascal/Delphi,Да,C#,,Lua,Lua,C#,Да,Lua,Книги и документацию,2,2,26,Да,Нет
1/17/2017 12:36:21,Basic,Да,Swift,,"C#, Objective-C",Swift,"Objective-C, Swift",Да,Ruby,Книги и документацию,2,1,22,Да,Нет
1/17/2017 12:36:28,ASM,Да,PHP,,"JavaScript, Unix Shell",PHP,"PHP, C, Swift",Да,Swift,Онлайн-курсы,10+,9,29,Да,Да
1/17/2017 12:36:30,Visual Basic,Да,Python,,"JavaScript, Unix Shell",Python,"JavaScript, Python",Нет,,Книги и документацию,9,3,28,Да,Да
1/17/2017 12:36:52,PHP,Да,PHP,,"JavaScript, Python, T-SQL, Go, Unix Shell",Зависит от проекта,"JavaScript, PHP, Go",Да,Go,Книги и документацию,3,3,24,Да,Нет
1/17/2017 12:36:58,Pascal/Delphi,Да,Java,,"JavaScript, Scala",Java,Java,Нет,,,6,4,32,Да,Нет
1/17/2017 12:37:02,Basic,Да,C#,,,C#,C#,Да,Scala,Онлайн-курсы,6,2,28,Да,Да
1/17/2017 12:37:08,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript",Нет,,,8,8,31,Да,Да
1/17/2017 12:37:13,Basic,Да,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, Python",Нет,,Книги и документацию,10+,8,33,Да,Да
1/17/2017 12:37:23,C++,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Нет,,Книги и документацию,<1,2,27,Да,Нет
1/17/2017 12:37:25,Pascal/Delphi,Да,PHP,,"JavaScript, PHP, Python",Python,Python,Да,Java,Книги и документацию,10+,10+,34,Да,Нет
1/17/2017 12:37:32,Pascal/Delphi,Да,Python,,Unix Shell,Python,Python,Нет,Python,Онлайн-курсы,5,<1,28,Нет,Не помню
1/17/2017 12:37:33,Basic,Да,JavaScript,,,JavaScript,JavaScript,Да,TypeScript,Книги и документацию,5,3,27,Да,Не помню
1/17/2017 12:37:51,C++,Да,PHP,,"JavaScript, Python",Python,"PHP, Python",Да,Python,Книги и документацию,<1,<1,22,Да,Нет
1/17/2017 12:37:53,Fortran,Да,Scala,,"Perl, R, Unix Shell, Haskell",Haskell,"Scala, Rust, Haskell",Да,Rust,Книги и документацию,10+,3,45,Нет,Не помню
1/17/2017 12:38:47,Python,Да,C++,,"C#, Python, C++",C++,"C#, C++",Да,C++,Книги и документацию,1,1,24,Да,Нет
1/17/2017 12:39:09,Pascal/Delphi,Да,JavaScript,,,JavaScript,Java,,,Онлайн-курсы,<1,<1,28,Да,Нет
1/17/2017 12:39:40,C++,Нет,Python,,C++,Python,"Python, C++",Нет,Rust,Книги и документацию,4,1,27,Да,Нет
1/17/2017 12:39:40,Pascal/Delphi,Да,Java,,"PL-SQL, Unix Shell",Kotlin,"Java, JavaScript",Да,Kotlin,Книги и документацию,5,4,24,Да,Да
1/17/2017 12:39:41,C,Да,Python,,"Ruby, Go, Unix Shell",Rust,,Да,Rust,Книги и документацию,10+,3,30,Да,Нет
1/17/2017 12:39:52,Pascal/Delphi,Да,Ruby,,,Ruby,,Да,Clojure,Книги и документацию,9,5,30,Нет,Не помню
1/17/2017 12:40:09,Basic,Да,Objective-C,,"PHP, C, Swift",Swift,"C++, C, Swift",Да,Swift,Книги и документацию,3,3,27,Да,Нет
1/17/2017 12:40:14,Basic,Да,Java,,JavaScript,Java,C++,Да,JavaScript,Книги и документацию,3,3,25,Да,Нет
1/17/2017 12:40:50,Pascal/Delphi,Да,Java,,,Java,"Java, Go",Да,Haskell,Онлайн-курсы,5,5,35,Да,Да
1/17/2017 12:40:55,Pascal/Delphi,Да,Java,,C,Java,"Java, C",Нет,Swift,Офлайн-курсы,5,3,33,Да,Не помню
1/17/2017 12:41:05,C,Да,Python,,JavaScript,Python,"JavaScript, Python",Да,Go,Книги и документацию,<1,<1,21,Да,Не помню
1/17/2017 12:41:15,C,Да,Java,,"JavaScript, Python, kotlin",JavaScript,"Java, JavaScript, Python, kotlin",Да,Python,Книги и документацию,2,1,21,Да,Нет
1/17/2017 12:41:22,T-SQL,Да,PL-SQL,,"JavaScript, Python, T-SQL, Perl",Java,PHP,Да,JavaScript,,<1,5,36,Да,Нет
1/17/2017 12:41:33,Basic,Да,C#,,"Java, T-SQL",C#,C#,Да,Objective-C,Книги и документацию,3,3,29,Да,Да
1/17/2017 12:41:34,Basic,Да,JavaScript,,C#,C#,"C#, JavaScript, PHP, Python",Да,Go,Онлайн-курсы,10+,8,31,Да,Нет
1/17/2017 12:41:35,Assembler,Да,Swift,,,Swift,,Нет,Java,Онлайн-курсы,<1,<1,32,Нет,Нет
1/17/2017 12:41:50,JavaScript,Да,JavaScript,,,JavaScript,"JavaScript, Python",Нет,,Онлайн-курсы,3,2,25,Да,Нет
1/17/2017 12:41:52,Basic,Да,Puppet,,"Python, Unix Shell",Python,,Нет,,,10+,<1,35,Да,Не помню
1/17/2017 12:41:54,Python,Да,Python,,"JavaScript, Ruby",Scala,,Да,Scala,Книги и документацию,,2,28,Да,Не помню
1/17/2017 12:41:58,C++,Да,PHP,,JavaScript,Ruby,PHP,Да,JavaScript,Книги и документацию,3,2,28,Да,Нет
1/17/2017 12:42:02,PHP,Да,PHP,,JavaScript,PHP,PHP,Нет,,Книги и документацию,6,5,27,Да,Не помню
1/17/2017 12:43:01,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript",Да,JavaScript,Онлайн-курсы,5,5,26,Да,Нет
1/17/2017 12:43:03,JavaScript,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, T-SQL",Нет,,,2,2,28,Да,Нет
1/17/2017 12:43:12,Pascal/Delphi,Да,JavaScript,,Unix Shell,JavaScript,JavaScript,Да,Scala,Книги и документацию,5,5,26,Да,Нет
1/17/2017 12:43:15,Pascal/Delphi,Да,JavaScript,,,JavaScript,"Java, JavaScript, PHP",Нет,,Онлайн-курсы,2,1,22,Да,Нет
1/17/2017 12:43:16,Java,Да,Java,,JavaScript,Python,"Java, JavaScript, Python",Да,Python,Книги и документацию,1,1,30,Да,Нет
1/17/2017 12:43:43,PHP,Да,PHP,,"JavaScript, PHP",JavaScript,JavaScript,Да,JavaScript,Онлайн-курсы,2,1,22,Да,Да
1/17/2017 12:43:52,C++,Да,Java,,"JavaScript, PHP",Java,Java,Да,Kotlin,Книги и документацию,5,5,25,Да,Да
1/17/2017 12:44:08,C++,Да,C#,,JavaScript,C#,JavaScript,Да,JavaScript,Книги и документацию,2,2,25,Нет,Нет
1/17/2017 12:44:31,Python,Да,JavaScript,,PHP,JavaScript,JavaScript,Да,PHP,Книги и документацию,2,<1,30,Да,Нет
1/17/2017 12:44:31,Pascal/Delphi,Да,JavaScript,,,Python,"JavaScript, PHP, Python",Да,Python,Книги и документацию,8,2,28,Да,Нет
1/17/2017 12:44:39,C#,Да,C#,,JavaScript,C#,C#,Да,JavaScript,Книги и документацию,<1,1,28,Да,Да
1/17/2017 12:44:40,C,Да,Java,,"JavaScript, Scala, Unix Shell",Java,"Java, JavaScript, Python",Да,Scala,Книги и документацию,1,1,19,Да,Нет
1/17/2017 12:44:53,C++,Да,C++,,"Python, Objective-C, Swift",C++,"C#, C++",Да,C#,Книги и документацию,2,3,25,Да,Нет
1/17/2017 12:45:41,Pascal/Delphi,Да,Java,,,Java,"Java, JavaScript",Да,Kotlin,Онлайн-курсы,<1,<1,21,Да,Нет
1/17/2017 12:45:57,Python,Да,Python,,,Python,Python,Да,C#,Книги и документацию,<1,<1,28,Да,Нет
1/17/2017 12:46:00,Pascal/Delphi,Да,Java,,"Java, JavaScript, json",Java,,Нет,,,2,2,27,Да,Нет
1/17/2017 12:46:04,Java,Да,Java,,Scala,Scala,,Да,Scala,Офлайн-курсы,4,4,29,Да,Нет
1/17/2017 12:46:09,Java,Да,Objective-C,,"Java, Objective-C, Swift",Swift,"Java, Objective-C, Swift",Да,C,Книги и документацию,<1,<1,28,Да,Не помню
1/17/2017 12:46:16,C,Да,JavaScript,,"C#, JavaScript, PHP",JavaScript,"C#, JavaScript, PHP",Да,C#,Онлайн-курсы,2,<1,19,Да,Не помню
1/17/2017 12:46:21,Basic,Да,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, PHP",Да,Swift,Книги и документацию,7,7,29,Да,Да
1/17/2017 12:46:43,T-SQL,Да,T-SQL,,"Java, PHP",PHP,T-SQL,Да,JavaScript,Книги и документацию,<1,<1,33,Да,Нет
1/17/2017 12:47:22,Java,Да,Java,,Python,Java,Java,Да,Julia,Книги и документацию,<1,<1,35,Да,Не помню
1/17/2017 12:47:25,Basic,Да,Objective-C,,"JavaScript, Objective-C, C, T-SQL, Unix Shell",Objective-C,Objective-C,Нет,,Книги и документацию,8,5,34,Да,Не помню
1/17/2017 12:47:25,Pascal/Delphi,Да,Python,,PL-SQL,JavaScript,,Да,JavaScript,Онлайн-курсы,<1,1,26,Да,Нет
1/17/2017 12:47:28,Pascal/Delphi,Да,Java,,"JavaScript, PHP, Ruby",Kotlin,"Java, Kotlin",Да,Ruby,Офлайн-курсы,3,2,24,Да,Да
1/17/2017 12:47:31,Basic,Да,Java,,"Groovy, SQL, JavaScript",Java,"Java, JavaScript, Python",Нет,,Книги и документацию,2,4,23,Да,Нет
1/17/2017 12:47:39,Perl,Да,Python,,"PHP, Python, Ruby, Perl, Unix Shell",Python,"PHP, Python",Нет,,Книги и документацию,10+,1,36,Да,Не помню
1/17/2017 12:48:02,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,C++,Книги и документацию,2,1,30,Да,Да
1/17/2017 12:48:09,PHP,Да,PHP,,"JavaScript, Ruby",PHP,"JavaScript, PHP",Да,Swift,Книги и документацию,2,2,24,Да,Нет
1/17/2017 12:48:24,Basic,Да,C++,,C#,C++,,Нет,,,9,9,29,Да,Да
1/17/2017 12:48:32,Pascal/Delphi,Да,Python,,C#,Python,Python,Нет,,,1,1,24,Да,Не помню
1/17/2017 12:48:39,PHP,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Swift,Онлайн-курсы,5,5,29,Да,Нет
1/17/2017 12:48:50,JavaScript,Да,JavaScript,,Python,Java,JavaScript,Да,Java,Онлайн-курсы,<1,1,27,Да,Нет
1/17/2017 12:49:09,Basic,Да,JavaScript,,PHP,JavaScript,JavaScript,,,,5,2,26,Да,Нет
1/17/2017 12:49:14,Pascal/Delphi,Нет,JavaScript,,"PHP, Python, Unix Shell",PHP,,Да,Swift,Книги и документацию,6,3,27,Да,Не помню
1/17/2017 12:49:17,Python,Да,Python,,JavaScript,Python,"Python, C++, C, Clojure",Да,Erlang,Книги и документацию,3,3,22,Да,Не помню
1/17/2017 12:49:26,Basic,Да,Java,,"Java, C#",Java,Java,Да,Scala,Онлайн-курсы,5,5,28,Да,Не помню
1/17/2017 12:49:47,Ruby,Да,Ruby,,JavaScript,Ruby,Ruby,Да,JavaScript,Книги и документацию,1,1,30,Да,Нет
1/17/2017 12:50:09,C++,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,<1,<1,29,Да,Нет
1/17/2017 12:50:10,калькулятор,Да,PHP,,JavaScript,JavaScript,JavaScript,Нет,,Книги и документацию,10+,5,44,Да,Да
1/17/2017 12:50:11,Pascal/Delphi,Да,C#,,,C#,C#,Да,JavaScript,,,,,Да,Нет
1/17/2017 12:50:35,ASM,Да,C#,,"JavaScript, C++, T-SQL",C#,"C#, C++",Да,JavaScript,Книги и документацию,10+,10+,41,Да,Да
1/17/2017 12:50:52,PHP,Да,JavaScript,,PHP,JavaScript,PHP,Да,NodeJS,Офлайн-курсы,3,2,19,Да,Нет
1/17/2017 12:50:54,PHP,Да,PHP,,JavaScript,PHP,PHP,Да,Swift,Онлайн-курсы,3,3,22,Да,Нет
1/17/2017 12:51:07,Fortran,Да,Python,,Java,Java,Java,Нет,,Онлайн-курсы,10+,2,54,Да,Не помню
1/17/2017 12:51:34,Basic,Да,Python,,JavaScript,Python,"JavaScript, Python, Ruby",Да,Java,Офлайн-курсы,10+,5,30,Да,Нет
1/17/2017 12:51:47,Pascal/Delphi,Да,Objective-C,,"C, Swift",Swift,Java,Да,Go,Онлайн-курсы,6,6,26,Да,Да
1/17/2017 12:51:48,Objective-C,Да,Swift,,"JavaScript, Python, Ruby, Objective-C",Swift,"Python, Swift",Да,Ruby,Книги и документацию,2,1,24,Да,Нет
1/17/2017 12:51:52,C++,Да,Java,,Java,Java,,,,,7,<1,26,Да,Нет
1/17/2017 12:51:57,Pascal/Delphi,Да,TypeScript,,JavaScript,TypeScript,"JavaScript, PHP, Python, TypeScript, ReactNative",Да,Java,Онлайн-курсы,7,1,26,Да,Да
1/17/2017 12:52:04,Basic,Да,Ruby,,"Java, C#, JavaScript",Scala,"C#, Python, C++, C",Да,Ruby,Онлайн-курсы,<1,<1,34,Да,Не помню
1/17/2017 12:52:04,PHP,Да,PHP,,"JavaScript, PHP, Ruby",PHP,PHP,Нет,Java,Книги и документацию,5,5,24,Да,Нет
1/17/2017 12:52:10,Basic,Да,C#,,"C++, T-SQL",C#,"C#, Python",Да,JavaScript,Онлайн-курсы,6,5,28,Нет,Да
1/17/2017 12:52:51,Pascal/Delphi,Да,JavaScript,,CoffeeScript,JavaScript,JavaScript,Да,PHP,Онлайн-курсы,<1,<1,24,Да,Да
1/17/2017 12:52:56,C#,Да,C#,,JavaScript,C#,C#,Да,JavaScript,Книги и документацию,<1,<1,28,Да,Нет
1/17/2017 12:52:57,Pascal/Delphi,Нет,JavaScript,,"PHP, Swift",Swift,"JavaScript, PHP, Swift",Нет,,Книги и документацию,5,5,27,Да,Нет
1/17/2017 12:53:08,Java,Да,Java,,"JavaScript, PHP",Java,"Java, PHP",Да,JavaScript,Офлайн-курсы,3,1,30,Да,Нет
1/17/2017 12:53:33,C++,Да,JavaScript,,PHP,JavaScript,JavaScript,Нет,PHP,Онлайн-курсы,1,<1,21,Да,Нет
1/17/2017 12:53:36,Pascal/Delphi,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP",Да,Java,Офлайн-курсы,3,3,25,Да,Нет
1/17/2017 12:53:43,PHP,Да,PHP,,"JavaScript, PHP, C++",PHP,"JavaScript, PHP, C++",Да,Python,Книги и документацию,<1,<1,29,Да,Нет
1/17/2017 12:53:47,Pascal/Delphi,Да,Python,,"JavaScript, PHP, Unix Shell, Sql",Python,"JavaScript, Python",Да,Rust,Книги и документацию,6,4,26,Да,Да
1/17/2017 12:53:48,Pascal/Delphi,Да,Java,,"JavaScript, C++",Java,"Java, JavaScript",Нет,,Книги и документацию,6,6,29,Да,Нет
1/17/2017 12:54:07,JavaScript,Да,JavaScript,,,Python,JavaScript,,,,<1,<1,25,Да,Нет
1/17/2017 12:54:08,Pascal/Delphi,Да,C++,,Python,Swift,"Python, C++",Да,Swift,Онлайн-курсы,<1,<1,21,Да,Нет
1/17/2017 12:54:09,Java,Да,C#,,"Java, Python, T-SQL",C#,"C#, JavaScript",Да,JavaScript,Книги и документацию,2,2,34,Да,Нет
1/17/2017 12:54:10,Basic,Да,Objective-C,,"Python, Ruby, C, Swift, Unix Shell",Objective-C,"Python, Objective-C, Swift",Нет,,Онлайн-курсы,10+,8,33,Нет,Не помню
1/17/2017 12:54:16,Pascal/Delphi,Да,PHP,,JavaScript,PHP,,Нет,,Онлайн-курсы,1,1,27,Да,Нет
1/17/2017 12:54:32,C++,Да,1C,,"C#, JavaScript, C++, T-SQL",C#,"C#, C++, 1C",Нет,,Онлайн-курсы,10+,9,31,Да,Нет
1/17/2017 12:54:37,C++,Да,Swift,,Objective-C,C#,"C#, Swift",Да,JavaScript,Книги и документацию,2,2,23,Да,Не помню
1/17/2017 12:54:39,Basic,Да,Powershell,,"PHP, Python, C, Perl, Unix Shell",Python,Python,Нет,,Онлайн-курсы,2,10+,32,Да,Нет
1/17/2017 12:54:39,JavaScript,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Нет,,Книги и документацию,7,7,31,Да,Не помню
1/17/2017 12:54:45,JavaScript,Да,JavaScript,,Python,JavaScript,"JavaScript, Python",Да,Rust,Книги и документацию,1,1,23,Да,Да
1/17/2017 12:55:02,C++,Да,PHP,,JavaScript,C#,"C#, C++",Да,C#,Онлайн-курсы,1,1,26,Да,Нет
1/17/2017 12:55:05,Pascal/Delphi,Да,PHP,,JavaScript,JavaScript,,Да,Java,Онлайн-курсы,<1,<1,31,Да,Да
1/17/2017 12:55:11,Basic,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Swift,Книги и документацию,9,9,32,Да,Нет
1/17/2017 12:55:21,Pascal/Delphi,Да,JavaScript,,,JavaScript,,Нет,,Онлайн-курсы,<1,<1,23,Да,Нет
1/17/2017 12:55:22,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Go",Да,Objective-C,Книги и документацию,3,3,20,Да,Да
1/17/2017 12:55:24,JavaScript,Да,JavaScript,,Python,JavaScript,,Нет,,Книги и документацию,1,1,26,Да,Да
1/17/2017 12:55:31,Pascal/Delphi,Нет,JavaScript,,"JavaScript, Ruby",JavaScript,Ruby,Нет,,Офлайн-курсы,<1,<1,23,Да,Нет
1/17/2017 12:55:51,ASM,Да,C++,,,C++,"C++, ActionScript",Нет,,,10+,10+,38,Да,Да
1/17/2017 12:56:08,Python,Нет,JavaScript,,"Java, Scala",Scala,"Java, JavaScript, Python, Scala, R",Да,Haskell,Книги и документацию,9,1,29,Нет,Не помню
1/17/2017 12:56:19,Fortran,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,2,2,55,Да,Нет
1/17/2017 12:56:22,Basic,Да,Java,,JavaScript,Java,"Java, TypeScript",Нет,,Книги и документацию,5,5,27,Да,Нет
1/17/2017 12:56:22,Objective-C,Да,Objective-C,,"C, Swift",Swift,Objective-C,Да,Swift,Офлайн-курсы,4,4,30,Да,Нет
1/17/2017 12:57:00,Pascal/Delphi,Да,Java,,,Python,"Java, JavaScript",,,Онлайн-курсы,4,3,33,Да,Нет
1/17/2017 12:57:01,Java,Да,JavaScript,,Java,Java,Java,Нет,,Онлайн-курсы,1,<1,32,Да,Нет
1/17/2017 12:57:04,Basic,Да,Ruby,,"JavaScript, PHP, CoffeeScript",Ruby,Ruby,Нет,,Онлайн-курсы,10+,5,40,Да,Нет
1/17/2017 12:57:12,JavaScript,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Да,Clojure,Онлайн-курсы,10+,10+,36,Да,Нет
1/17/2017 12:57:17,Basic,Да,Java,,"C, PL-SQL, T-SQL",Java,C#,Да,Java,Онлайн-курсы,1,<1,35,Да,Нет
1/17/2017 12:57:23,C,Да,Objective-C,,PL-SQL,Objective-C,Objective-C,Да,Swift,Онлайн-курсы,1,1,32,Да,Нет
1/17/2017 12:57:25,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, C++",Да,Swift,Книги и документацию,10+,10+,53,Да,Нет
1/17/2017 12:57:44,C,Да,Java,,,Java,,Да,Kotlin,Книги и документацию,2,2,22,Да,Нет
1/17/2017 12:57:45,Pascal/Delphi,Да,Java,,Groovy,Java,Java,Да,JavaScript,Офлайн-курсы,3,3,24,Да,Да
1/17/2017 12:58:22,PHP,Да,Python,,"JavaScript, Unix Shell",Python,Python,Да,Haskell,Книги и документацию,3,3,27,Да,Нет
1/17/2017 12:58:41,ActionScript,Да,C#,,C#,C#,"C#, ActionScript, Erlang",Нет,Haskell,Онлайн-курсы,3,1,28,Да,Нет
1/17/2017 12:58:45,C,Да,Swift,,"Objective-C, C",Swift,"Objective-C, Swift",Да,Ruby,Книги и документацию,3,1,27,Да,Не помню
1/17/2017 12:58:46,C,Да,Go,,PL-SQL,Go,Go,Нет,Go,Книги и документацию,2,1,28,Да,Да
1/17/2017 12:58:50,C#,Да,JavaScript,,"JavaScript, TypeScript",JavaScript,"Java, C#, JavaScript, C++",Да,Go,Книги и документацию,1,1,20,Да,Нет
1/17/2017 12:59:24,Basic,Да,Java,,"JavaScript, Unix Shell",Java,"Java, JavaScript",Нет,,Офлайн-курсы,<1,<1,32,Да,Нет
1/17/2017 12:59:25,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, neo4j (sypher)",Нет,,Онлайн-курсы,7,6,37,Нет,Нет
1/17/2017 12:59:50,C,Да,PL-SQL,,"JavaScript, Unix Shell",JavaScript,"JavaScript, PHP",Нет,,Офлайн-курсы,,10+,40,Да,Не помню
1/17/2017 12:59:59,C,Да,Ruby,,JavaScript,Ruby,"Java, Ruby",Да,Scala,Книги и документацию,3,3,23,Да,Нет
1/17/2017 13:00:09,PL/1,Нет,Java,,"C#, JavaScript, Python, C++, C, Swift, Perl, Unix Shell, Groovy",C,"C++, C, Perl",Да,Go,Книги и документацию,10+,5,44,Да,Нет
1/17/2017 13:00:33,PHP,Да,JavaScript,,Ruby,JavaScript,"JavaScript, Ruby",Да,Ruby,Офлайн-курсы,2,1,25,Да,Да
1/17/2017 13:00:46,C,Да,JavaScript,,"Python, Ruby, Unix Shell",Python,"JavaScript, Python, Ruby, Go",Да,Go,Книги и документацию,1,1,23,Да,Нет
1/17/2017 13:01:16,lua,Да,JavaScript,,Java,JavaScript,JavaScript,Да,Python,Книги и документацию,,3,25,Да,Не помню
1/17/2017 13:01:33,Pascal/Delphi,Да,PHP,,"Java, JavaScript",Java,"Java, JavaScript, PHP, C++",Нет,,Книги и документацию,5,5,31,Да,Нет
1/17/2017 13:01:41,C++,Да,C++,,C#,C#,"C#, C++",Нет,,Книги и документацию,2,2,19,Да,Нет
1/17/2017 13:01:44,Pascal/Delphi,Да,Objective-C,,,Swift,,Нет,,Онлайн-курсы,5,5,27,Да,Да
1/17/2017 13:01:46,Pascal/Delphi,Да,Perl,,Unix Shell,JavaScript,,Да,Java,Книги и документацию,3,3,25,Да,Да
1/17/2017 13:01:49,Pascal/Delphi,Да,PHP,,"JavaScript, Ruby",PHP,PHP,Да,Java,Онлайн-курсы,1,2,38,Да,Нет
1/17/2017 13:02:13,Pascal/Delphi,Да,JavaScript,,Java,JavaScript,,Да,Clojure,Онлайн-курсы,6,3,28,Да,Да
1/17/2017 13:02:13,Java,Нет,Java,,Python,Python,Java,Да,Java,Книги и документацию,<1,<1,,Да,Нет
1/17/2017 13:02:21,C++,Да,Java,,,Java,Java,Нет,,Онлайн-курсы,<1,1,20,Да,Нет
1/17/2017 13:02:21,Pascal/Delphi,Да,PHP,,"JavaScript, Python",PHP,,Нет,,Книги и документацию,10+,9,31,Да,Нет
1/17/2017 13:02:31,Basic,Да,JavaScript,,"C#, C++",JavaScript,JavaScript,Да,Go,Книги и документацию,7,5,30,Да,Да
1/17/2017 13:02:34,C,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Go,Книги и документацию,3,3,29,Да,Да
1/17/2017 13:02:40,Scala,Да,Scala,,JavaScript,JavaScript,JavaScript,,,,4,3,,Да,Нет
1/17/2017 13:02:52,Ruby,Да,Ruby,,JavaScript,Ruby,,Нет,,,<1,<1,25,Да,Нет
1/17/2017 13:02:55,Basic,Да,Objective-C,,JavaScript,Swift,,Да,Swift,Книги и документацию,10+,3,32,Да,Нет
1/17/2017 13:02:55,C,Да,Python,,"C, R",Python,Python,Нет,,Книги и документацию,4,1,27,Да,Не помню
1/17/2017 13:03:06,C++,Да,C,,"C++, Ruby",C++,,Да,Ruby,Книги и документацию,,,30,Нет,Да
1/17/2017 13:03:36,Basic,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,,Онлайн-курсы,3,3,31,Нет,Не помню
1/17/2017 13:03:36,Pascal/Delphi,Да,R,,Python,Scala,R,Да,Scala,Книги и документацию,2,2,26,Да,Не помню
1/17/2017 13:03:42,Basic,Да,Java,,,Scala,Scala,Да,Scala,Книги и документацию,6,6,25,Да,Да
1/17/2017 13:03:43,C++,Да,C#,,"C#, JavaScript, C++, T-SQL",C#,"C#, C++, T-SQL",Да,Python,Онлайн-курсы,4,3,31,Да,Нет
1/17/2017 13:03:48,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Нет,,Онлайн-курсы,<1,1,24,Да,Нет
1/17/2017 13:03:50,Pascal/Delphi,Да,PHP,,"JavaScript, PL-SQL, T-SQL, R, Unix Shell",PHP,"C#, JavaScript, PHP",Да,Swift,Книги и документацию,10+,10+,33,Нет,Не помню
1/17/2017 13:04:18,Pascal/Delphi,Да,C++,,Python,Go,"Java, C++",Да,Go,Книги и документацию,10+,10+,34,Да,Да
1/17/2017 13:04:22,Basic,Да,C#,,JavaScript,C#,C#,Да,Objective-C,Книги и документацию,1,1,22,Да,Нет
1/17/2017 13:04:24,Pascal/Delphi,Да,Java,,JavaScript,Scala,"Java, Scala",Да,Haskell,Книги и документацию,2,2,26,Да,Не помню
1/17/2017 13:04:47,Basic,Да,Python,,"T-SQL, Groovy, PowerShell",Python,,Нет,,Книги и документацию,2,<1,29,Да,Нет
1/17/2017 13:05:12,Java,Да,Java,,"Java, JavaScript, Scala, Swift",Java,Java,Да,Scala,Книги и документацию,10+,7,30,Да,Нет
1/17/2017 13:05:34,C++,Да,C++,,C,C++,Octave,Нет,,Книги и документацию,7,7,28,Да,Да
1/17/2017 13:05:38,Basic,Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Python",Да,Python,Книги и документацию,<1,<1,27,Да,Нет
1/17/2017 13:05:52,C++,Да,C#,,"JavaScript, T-SQL",C#,,Да,Python,Офлайн-курсы,6,2,30,Да,Да
1/17/2017 13:06:22,Pascal/Delphi,Да,C++,,"Python, PL-SQL, T-SQL, Go, Unix Shell",C++,,Да,Swift,Книги и документацию,5,5,28,Да,Не помню
1/17/2017 13:06:25,Pascal/Delphi,Да,Python,,JavaScript,Python,,Нет,,Онлайн-курсы,<1,<1,32,Да,Нет
1/17/2017 13:06:35,C,Да,Objective-C,,"JavaScript, Swift",Swift,1C,Нет,,Книги и документацию,9,4,30,Да,Нет
1/17/2017 13:06:36,Basic,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, T-SQL",Нет,,Книги и документацию,2,2,22,Да,Нет
1/17/2017 13:06:38,Pascal/Delphi,Да,Python,,Python,Ruby,"C++, Ruby",Нет,,Книги и документацию,<1,<1,19,Да,Нет
1/17/2017 13:07:06,Java,Да,Java,,,Java,,Нет,,,,4,33,Да,Да
1/17/2017 13:07:26,ASM B3-34,Да,C++,,Go,Go,,Да,Go,Книги и документацию,10+,10+,40,Да,Да
1/17/2017 13:08:22,PHP,Да,C#,,"Java, C#, JavaScript, PHP",C#,"Java, C#",Нет,,Онлайн-курсы,5,2,26,Да,Не помню
1/17/2017 13:08:23,Pascal/Delphi,Да,PHP,,JavaScript,Java,Java,Да,Java,Книги и документацию,2,2,24,Да,Нет
