Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/10/2018 12:55:52,Basic,Да,JavaScript,,"Java, JavaScript, C#, C++, 1C, C, PL/SQL, T-SQL",,"Java, JavaScript, 1C",Да,Python,Онлайн курсы,10+,3,41,Да,Не помню
1/10/2018 13:07:32,pascal,Да,Java,,"C#, T-SQL, Kotlin",Java,Java,Да,Kotlin,Онлайн курсы,<1,<1,21,Да,Нет
1/10/2018 13:10:44,C++,Да,Python,,R,Python,Kotlin,Да,R,Только книги и документацию (не прибегая к курсам),2,1,19,Да,Не помню
1/10/2018 13:39:10,Basic,Да,Java,,"JavaScript, PL/SQL, Shell",Java,"Java, JavaScript, PHP, Erlang, LISP",Да,Scala,Только книги и документацию (не прибегая к курсам),10+,10+,,Да,Нет
1/10/2018 13:39:25,Pascal/Delphi,Нет,,"JavaScript, PHP",TypeScript,TypeScript,"PHP, TypeScript",Трудно сказать,,Только книги и документацию (не прибегая к курсам),5,4,30,Да,Да
1/10/2018 13:50:28,C++,Да,C++,,"Python, Shell",C++,C++,Нет,,Онлайн курсы,10+,10+,32,Да,Нет
1/10/2018 13:51:35,C,Да,Ruby,,JavaScript,Ruby,"Rust, Elm",Трудно сказать,Reason,Только книги и документацию (не прибегая к курсам),10+,9,44,Нет,Да
1/10/2018 13:52:29,JavaScript,Да,JavaScript,,,JavaScript,JavaScript,Нет,,,9,4,33,Да,Да
1/10/2018 14:22:29,,Да,C#,,JavaScript,C#,"JavaScript, C#",Нет,,Онлайн курсы,2,2,23,Да,Нет
1/10/2018 14:35:14,Java,Да,Java,,JavaScript,JavaScript,,Да,JavaScript,Онлайн курсы,2,2,31,Да,Не помню
1/10/2018 14:39:33,Pascal/Delphi,Нет,,"C++, Pascal/Delphi",не использую,Objective-C,,Трудно сказать,Java,Онлайн курсы,5,<1,30,Да,Не помню
1/10/2018 14:45:48,C#,Да,C#,,C,C#,C#,Да,PHP,Только книги и документацию (не прибегая к курсам),1,<1,18,Да,Нет
1/10/2018 14:47:29,C++,Да,C++,,,C#,C++,Да,C#,Только книги и документацию (не прибегая к курсам),<1,1,19,Да,Нет
1/10/2018 14:49:03,Basic,Да,Python,,"C, Go, Lua",Go,"Python, C, Go, Lisp",Трудно сказать,Clojure,Только книги и документацию (не прибегая к курсам),10+,6,35,Нет,Нет
1/10/2018 14:58:38,Swift,Да,Swift,,Objective-C,Swift,"Python, Swift, Objective-C",Да,Python,Только книги и документацию (не прибегая к курсам),5,3,27,Да,Нет
1/10/2018 14:59:01,Java,Да,JavaScript,,C#,JavaScript,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),1,1,31,Да,Да
1/10/2018 15:05:14,C,Да,C#,,"JavaScript, PL/SQL",C#,"JavaScript, C#",Трудно сказать,,,1,2,21,Да,Да
1/10/2018 15:16:02,Basic,Да,Python,,C#,C#,Python,Да,Python,Офлайн курсы,2,<1,45,Да,Не помню
1/10/2018 15:43:14,C++,Да,Go,,"JavaScript, Python, C++",Go,"C++, Go",Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,1,18,Да,Не помню
1/10/2018 15:46:48,C#,Да,PHP,,"JavaScript, PHP, T-SQL",PHP,,Да,Kotlin,Онлайн курсы,2,2,32,Да,Нет
1/10/2018 15:49:42,Pascal/Delphi,Да,C#,,"JavaScript, PL/SQL",C#,"C#, C++, C",Трудно сказать,TypeScript,Онлайн курсы,2,1,24,Да,Нет
1/10/2018 15:58:17,C++,Да,Kotlin,,Java,Kotlin,"Java, Kotlin",Трудно сказать,,Только книги и документацию (не прибегая к курсам),3,2,25,Да,Нет
1/10/2018 16:06:51,JavaScript,Да,JavaScript,,TypeScript,Swift,,Нет,,Только книги и документацию (не прибегая к курсам),3,3,30,Да,Нет
1/10/2018 16:12:06,Pascal/Delphi,Да,Java,,"JavaScript, PL/SQL",Java,"Java, JavaScript, PL/SQL",Трудно сказать,Python,Онлайн курсы,<1,1,23,Да,Нет
1/10/2018 16:23:34,Basic,Да,Java,,Scala,Scala,,Да,Scala,Только книги и документацию (не прибегая к курсам),10+,10+,33,Да,Нет
1/10/2018 16:37:03,Java,Нет,,Java,Java,,Java,Да,Java,,<1,<1,28,Да,Нет
1/10/2018 16:40:57,Pascal/Delphi,Да,Ruby,,JavaScript,JavaScript,,Да,JavaScript,,3,3,23,Да,Да
1/10/2018 16:58:15,C#,Да,C#,,JavaScript,,C#,Да,JavaScript,Только книги и документацию (не прибегая к курсам),<1,1,20,Да,Да
1/10/2018 17:01:11,Pascal/Delphi,Да,JavaScript,,C++,JavaScript,"Java, JavaScript, PHP, C++, C, Pascal/Delphi",Трудно сказать,,Только книги и документацию (не прибегая к курсам),3,2,16,Да,Нет
1/10/2018 17:11:45,PHP,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Трудно сказать,Go,Онлайн курсы,<1,<1,25,Да,Нет
1/10/2018 17:32:21,JavaScript,Да,TypeScript,,"Java, JavaScript, PHP, TypeScript",Swift,JavaScript,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),2,2,30,Да,Нет
1/10/2018 17:36:48,C++,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"C#, TypeScript",Трудно сказать,,Только книги и документацию (не прибегая к курсам),3,3,23,Да,Нет
1/10/2018 17:47:04,Python,Да,Python,,JavaScript,Python,,Нет,,Онлайн курсы,<1,<1,27,Да,Нет
1/10/2018 17:52:35,C++,Нет,,"Java, C++, 1C",C++,Java,,Да,Python,Онлайн курсы,2,1,26,Да,Нет
1/10/2018 17:59:55,Basic,Да,Python,,JavaScript,Python,"JavaScript, Python",Нет,PL/SQL,Только книги и документацию (не прибегая к курсам),5,3,29,Да,Нет
1/10/2018 18:10:06,Basic,Да,Java,,,C++,"Python, C++",Нет,,,10+,10+,34,Да,Не помню
1/10/2018 18:28:31,Pascal/Delphi,Да,JavaScript,,TypeScript,JavaScript,JavaScript,Нет,,Онлайн курсы,10+,10+,32,Да,Нет
1/10/2018 18:29:23,C++,Нет,,"Java, JavaScript, PHP",TypeScript,Java,Java,Да,Swift,Онлайн курсы,1,1,22,Да,Нет
1/10/2018 18:43:13,Pascal/Delphi,Да,C#,,"JavaScript, PL/SQL",C#,,Да,TypeScript,Только книги и документацию (не прибегая к курсам),1,1,22,Да,Нет
1/10/2018 18:59:02,JavaScript,Да,JavaScript,,,JavaScript,JavaScript,Да,Python,Только книги и документацию (не прибегая к курсам),6,3,30,Да,Да
1/10/2018 19:07:11,Basic,Да,PHP,,JavaScript,PHP,PHP,Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,3,32,Да,Нет
1/10/2018 19:30:47,C++,Да,Python,,"C++, C, Shell",Java,Python,Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,<1,21,Да,Нет
1/10/2018 20:10:04,C++,Нет,,"Python, C++",,,,,,,<1,<1,21,Да,Да
1/10/2018 20:36:41,JavaScript,Да,React,,"JavaScript, Python, react, redux, node",JavaScript,react js,Трудно сказать,Ruby,Офлайн курсы,3,2,,Да,Нет
1/10/2018 21:17:26,C++,Нет,,"Java, Python, C++, C","Python, C, PL/SQL, R, Shell",,"Java, Python, C++, C",,,Онлайн курсы,10+,5,40,Да,Нет
1/10/2018 21:17:31,Pascal/Delphi,Да,TypeScript,,"JavaScript, CoffeeScript",TypeScript,"JavaScript, C#",Да,Elixir,Только книги и документацию (не прибегая к курсам),9,2,29,Нет,Нет
1/10/2018 21:23:26,Basic,Да,C++,,Python,C++,C++,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),7,7,32,Да,Не помню
1/10/2018 21:41:58,C,Да,C#,,"JavaScript, T-SQL",C#,,Трудно сказать,TypeScript,Только книги и документацию (не прибегая к курсам),9,6,33,Да,Да
1/10/2018 21:59:52,PHP,Нет,,"JavaScript, PHP",JavaScript,Python,PHP,Трудно сказать,Python,Офлайн курсы,1,1,28,Да,Нет
1/10/2018 22:01:16,PHP,Да,Python,,C,Python,Python,Нет,,Только книги и документацию (не прибегая к курсам),<1,<1,30,Да,Нет
1/10/2018 22:02:23,Basic,Да,C#,,"Java, F#",C#,"C#, C",Нет,,Только книги и документацию (не прибегая к курсам),10+,10+,34,Да,Не помню
1/10/2018 22:08:36,Pascal/Delphi,Да,PHP,,JavaScript,,PHP,Да,JavaScript,Только книги и документацию (не прибегая к курсам),<1,<1,21,Да,Нет
1/10/2018 22:28:37,Ruby,Да,Ruby,,"Java, JavaScript, Python, Go, Crystal, Elixir",Java,"JavaScript, Python, Ruby, Go",Да,Java,Только книги и документацию (не прибегая к курсам),2,2,28,Да,Нет
1/10/2018 22:37:45,Pascal/Delphi,Да,T-SQL,,"C#, Python",Python,"C#, T-SQL",Да,Python,Онлайн курсы,7,7,33,Да,Нет
1/10/2018 22:56:34,Pascal/Delphi,Да,C++,,"Python, Shell",C++,"Python, C++",Да,Python,Только книги и документацию (не прибегая к курсам),<1,2,19,Да,Нет
1/10/2018 23:06:14,Java,Да,Java,,JavaScript,,Java,Да,JavaScript,Онлайн курсы,2,2,29,Да,Нет
1/10/2018 23:17:12,Basic,Да,Objective-C,,"Swift, C",Swift,C#,Да,Python,Только книги и документацию (не прибегая к курсам),8,5,30,Да,Не помню
1/10/2018 23:33:53,C++,Да,JavaScript,,"JavaScript, Python, Swift, TypeScript",JavaScript,"JavaScript, Python, Swift, TypeScript",Да,Python,Онлайн курсы,1,1,20,Да,Не помню
1/10/2018 23:36:54,C++,Да,Python,,"Go, R",Python,Python,Да,JavaScript,Онлайн курсы,<1,1,20,Да,Нет
1/10/2018 23:54:26,Pascal/Delphi,Да,Swift,,Objective-C,Swift,,,,Онлайн курсы,3,2,28,Да,Нет
1/10/2018 23:54:32,Fortran,Да,C#,,"JavaScript, Python, T-SQL, TypeScript",,,Да,Python,Онлайн курсы,,,,Да,Нет
1/10/2018 23:55:03,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Python,Онлайн курсы,1,1,24,Да,Нет
1/11/2018 0:01:28,PHP,Да,PHP,,"Python, Go, Shell",Python,,Трудно сказать,Java,Только книги и документацию (не прибегая к курсам),,,31,Да,Нет
1/11/2018 0:17:24,C,Да,JavaScript,,TypeScript,JavaScript,JavaScript,Нет,,Онлайн курсы,<1,<1,25,Да,Нет
1/11/2018 0:45:57,C,Да,JavaScript,,"Java, Objective-C",JavaScript,,Да,Rust,Только книги и документацию (не прибегая к курсам),3,3,27,Да,Не помню
1/11/2018 1:37:28,C,Да,C++,,"Java, JavaScript, C#, PHP, Python, C",C#,,Да,Kotlin,Онлайн курсы,<1,<1,,,
1/11/2018 2:01:37,JavaScript,Да,JavaScript,,"PHP, Ruby, TypeScript",JavaScript,"JavaScript, PHP, Ruby, TypeScript",Да,C#,Только книги и документацию (не прибегая к курсам),1,2,27,Да,Нет
1/11/2018 3:03:29,Basic,Да,C++,,"JavaScript, PHP",C++,"JavaScript, PHP",Да,JavaScript,Онлайн курсы,10+,7,39,Да,Да
1/11/2018 4:04:38,C++,Да,Java,,JavaScript,Java,"Java, JavaScript, Python, C++",Да,Kotlin,Онлайн курсы,1,1,21,Да,Да
1/11/2018 4:13:53,C++,Да,C#,,"JavaScript, PHP, PL/SQL",PHP,"JavaScript, C#, PHP",Да,PHP,Офлайн курсы,1,<1,20,Да,Нет
1/11/2018 6:47:48,C++,Да,JavaScript,,,JavaScript,"JavaScript, C++",Нет,,Только книги и документацию (не прибегая к курсам),1,1,19,Да,Нет
1/11/2018 8:05:02,Fortran,Да,Scala,,"Java, JavaScript, C, Shell",Scala,"Java, Scala",Да,Haskell,Только книги и документацию (не прибегая к курсам),6,2,42,Да,Не помню
1/11/2018 8:23:18,JavaScript,Да,JavaScript,,PHP,Python,JavaScript,Да,JavaScript,Онлайн курсы,<1,1,,Да,Нет
1/11/2018 9:00:37,Basic,Да,Python,,Go,Python,"Java, Python",Да,Erlang,Только книги и документацию (не прибегая к курсам),7,7,47,Да,Нет
1/11/2018 9:26:25,C++,Да,Swift,,"JavaScript, Perl",Java,Java,Да,Java,Только книги и документацию (не прибегая к курсам),<1,<1,21,Да,Нет
1/11/2018 9:55:27,C#,Да,C#,,"JavaScript, C#",C#,,Да,TypeScript,Только книги и документацию (не прибегая к курсам),3,3,20.5,Да,Да
1/11/2018 10:31:15,C,Да,Haskell,,"Python, Lua",C,"C, Go, Haskell, Lua",Да,Nim,Только книги и документацию (не прибегая к курсам),10+,10+,37,Нет,Нет
1/11/2018 10:33:52,Pascal/Delphi,Да,PHP,,JavaScript,PHP,,Нет,,,1,2,23,Да,Да
1/11/2018 10:39:02,C#,Да,Structured text (IEC 61131-3),,C,C#,C#,Да,JavaScript,Онлайн курсы,<1,1,24,Да,Нет
1/11/2018 10:44:55,C++,Да,Java,,"JavaScript, PL/SQL, groovy",groovy,"Java, JavaScript, Python",Да,groovy,Только книги и документацию (не прибегая к курсам),2,2,23,Да,Нет
1/11/2018 10:45:21,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL, TypeScript",Трудно сказать,,Офлайн курсы,4,4,25,Да,Нет
1/11/2018 10:52:32,Basic,Да,C++,,"Java, Objective-C",C++,"C#, C++",Трудно сказать,Java,Только книги и документацию (не прибегая к курсам),3,3,,Да,Да
1/11/2018 10:53:35,C++,Да,C#,,"Java, JavaScript",C#,Java,Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,1,,Да,Нет
1/11/2018 11:00:18,Java,Да,Java,,"Java, Kotlin",Kotlin,"Java, Kotlin",Трудно сказать,,Только книги и документацию (не прибегая к курсам),1,2,21,Да,Нет
1/11/2018 11:07:54,Pascal/Delphi,Да,Python,,JavaScript,Java,,Да,Java,Только книги и документацию (не прибегая к курсам),7,5,30,Да,Нет
1/11/2018 11:12:36,Pascal/Delphi,Да,JavaScript,,Swift,JavaScript,,Нет,,,3,3,21,Да,Не помню
1/11/2018 11:13:40,Java,Да,JavaScript,,"Ruby, Shell",JavaScript,JavaScript,Да,TypeScript,Только книги и документацию (не прибегая к курсам),6,3,24,Да,Не помню
1/11/2018 11:13:47,Pascal/Delphi,Да,Scala,,"Java, Python, Shell",Scala,,Да,Go,,7,4,,Да,Нет
1/11/2018 11:13:55,Basic,Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Python",Трудно сказать,TypeScript,Онлайн курсы,3,3,44,Да,Нет
1/11/2018 11:14:17,Pascal/Delphi,Да,C#,,"JavaScript, TypeScript",C#,,Да,Java,Только книги и документацию (не прибегая к курсам),5,5,26,Да,Да
1/11/2018 11:14:44,Basic,Нет,,"PHP, Python, C++, Go",Python,Go,PHP,Да,Swift,Онлайн курсы,10+,10+,34,Да,Да
1/11/2018 11:14:53,PHP,Да,PHP,,"JavaScript, PL/SQL, Go, Shell",PHP,Go,Трудно сказать,Java,Онлайн курсы,5,5,28,Нет,Да
1/11/2018 11:14:56,C++,Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL, TypeScript",Трудно сказать,TypeScript,Онлайн курсы,10+,10+,40,Да,Да
1/11/2018 11:15:03,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Да,TypeScript,Онлайн курсы,3,2,26,Да,Не помню
1/11/2018 11:15:13,C#,Да,C#,,"JavaScript, T-SQL",Java,C#,Да,Java,Онлайн курсы,1,1,18,Да,Да
1/11/2018 11:15:14,Java,Да,Java,,"JavaScript, PHP, Shell, Groovy",Java,PHP,Да,Clojure,Онлайн курсы,10+,8,33,Да,Нет
1/11/2018 11:15:33,Basic,Да,Objective-C,,"Java, C++, Swift, Shell",Swift,"Swift, Objective-C, ActionScript",Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),10+,6,41,Да,Не помню
1/11/2018 11:15:34,Pascal/Delphi,Да,JavaScript,,TypeScript,JavaScript,"Java, JavaScript, Python",Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),5,4,24,Да,Да
1/11/2018 11:15:46,C#,Да,C#,,C#,C#,C#,Трудно сказать,F#,Только книги и документацию (не прибегая к курсам),10+,9,31,Да,Не помню
1/11/2018 11:15:56,Pascal/Delphi,Нет,,"JavaScript, Python, C++","C, Shell",Python,Python,Да,Rust,Онлайн курсы,2,2,,Да,Нет
1/11/2018 11:16:02,Pascal/Delphi,Да,Swift,,Objective-C,Swift,"Swift, Objective-C",Да,JavaScript,Только книги и документацию (не прибегая к курсам),8,2,32,Да,Не помню
1/11/2018 11:16:34,Pascal/Delphi,Да,JavaScript,,PHP,JavaScript,,Нет,Go,Только книги и документацию (не прибегая к курсам),5,2,27,Да,Да
1/11/2018 11:16:41,Python,Да,Swift,,Kotlin,Swift,,Трудно сказать,Ruby,Онлайн курсы,6,<1,38,Да,Нет
1/11/2018 11:17:13,Pascal/Delphi,Да,C++,,"JavaScript, Python, Swift",C#,,Да,F#,Офлайн курсы,6,6,29,Нет,Да
1/11/2018 11:17:21,PHP,Да,JavaScript,,PHP,JavaScript,JavaScript,Трудно сказать,Python,Онлайн курсы,3,2,,Да,Нет
1/11/2018 11:17:32,Pascal/Delphi,Да,JavaScript,,"Java, C, PL/SQL, T-SQL, TypeScript, Shell",TypeScript,"Java, JavaScript, C#, TypeScript",Трудно сказать,Swift,Только книги и документацию (не прибегая к курсам),4,4,25,Да,Не помню
1/11/2018 11:17:39,Scala,Да,Scala,,Shell,Scala,Scala,Да,R,Онлайн курсы,4,2,,Да,Нет
1/11/2018 11:17:44,Basic,Да,JavaScript,,"C#, PHP, TypeScript, Shell",TypeScript,"JavaScript, PHP",Да,Rust,Только книги и документацию (не прибегая к курсам),10+,5,36,Да,Да
1/11/2018 11:17:45,Pascal/Delphi,Да,JavaScript,,"PHP, TypeScript, Shell",JavaScript,"JavaScript, PHP, TypeScript",Трудно сказать,R,Онлайн курсы,10+,5,33,Да,Нет
1/11/2018 11:17:46,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,C#,Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),6,6,31,Да,Да
1/11/2018 11:17:57,Pascal/Delphi,Да,JavaScript,,TypeScript,TypeScript,,Да,Go,Только книги и документацию (не прибегая к курсам),10+,10+,33,Да,Не помню
1/11/2018 11:18:06,Pascal/Delphi,Да,PHP,,"JavaScript, T-SQL, Shell",PHP,"PHP, Go",Да,JavaScript,Только книги и документацию (не прибегая к курсам),2,2,22,Да,Да
1/11/2018 11:18:17,Basic,Да,PHP,,"Java, JavaScript, Python",Java,"Java, PHP, Python",Да,Scala,Онлайн курсы,8,8,29,Нет,Да
1/11/2018 11:18:34,C++,Да,Python,,"JavaScript, PHP",Python,"JavaScript, PHP, Python, TypeScript",Нет,,Онлайн курсы,5,2,32,Да,Да
1/11/2018 11:18:41,JavaScript,Да,PHP,,"JavaScript, PHP",JavaScript,,Трудно сказать,,Офлайн курсы,<1,<1,28,Да,Нет
1/11/2018 11:18:46,C,Да,JavaScript,,TypeScript,JavaScript,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),4,3,28,Да,Не помню
1/11/2018 11:18:58,JavaScript,Да,JavaScript,,"Java, Python",JavaScript,"Python, TypeScript",Да,Go,Только книги и документацию (не прибегая к курсам),6,4,30,Нет,Да
1/11/2018 11:19:02,Pascal/Delphi,Да,Ruby,,JavaScript,Ruby,Ruby,Трудно сказать,Elixir,Онлайн курсы,7,7,28,Да,Да
1/11/2018 11:19:10,PHP,Да,PHP,,"JavaScript, PHP",PHP,PHP,Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,2,23,Да,Нет
1/11/2018 11:19:11,Pascal/Delphi,Да,Java,,JavaScript,Python,"Java, JavaScript, PHP",Да,Objective-C,Только книги и документацию (не прибегая к курсам),4,4,25,Да,Да
1/11/2018 11:19:21,Pascal/Delphi,Да,Swift,,"JavaScript, Objective-C",Swift,Swift,Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),4,2,42,Да,Нет
1/11/2018 11:19:24,Pascal/Delphi,Нет,,"JavaScript, Python, C, Go, Perl","Java, Erlang, Shell",JavaScript,JavaScript,Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,5,37,Да,Да
1/11/2018 11:19:29,Basic,Да,Swift,,Objective-C,Swift,,Трудно сказать,C,Только книги и документацию (не прибегая к курсам),5,1,40,Да,Не помню
1/11/2018 11:20:00,Pascal/Delphi,Да,JavaScript,,,JavaScript,,Нет,,Онлайн курсы,5,5,29,Да,Не помню
1/11/2018 11:20:07,Pascal/Delphi,Да,C,,"C++, Shell",C,"Java, PHP, C++, C",Да,lua,Только книги и документацию (не прибегая к курсам),10+,10+,32,Да,Не помню
1/11/2018 11:20:29,МК-61,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,,Трудно сказать,Go,Онлайн курсы,10+,10+,35,Да,Да
1/11/2018 11:20:36,Pascal/Delphi,Да,PHP,,"Python, Ruby",Python,PHP,Нет,Python,Онлайн курсы,4,4,26,Да,Нет
1/11/2018 11:21:00,C#,Да,C#,,"JavaScript, T-SQL, F#",C#,C#,Да,F#,Только книги и документацию (не прибегая к курсам),10+,8,31,Да,Да
1/11/2018 11:21:14,Basic,Да,PHP,,"JavaScript, PHP, Python, Shell",PHP,"PHP, Python",Да,Swift,Онлайн курсы,5,5,31,Да,Нет
1/11/2018 11:21:21,Basic,Да,Python,,C++,C++,C++,Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,1,36,Да,Нет
1/11/2018 11:21:22,Basic,Да,JavaScript,,Java,JavaScript,"JavaScript, Python",Трудно сказать,Kotlin,Онлайн курсы,10+,6,32,Да,Да
1/11/2018 11:21:27,Pascal/Delphi,Нет,,"JavaScript, C#, PHP","Python, Shell",JavaScript,"JavaScript, PHP",Трудно сказать,Go,Только книги и документацию (не прибегая к курсам),3,2,23,Да,Не помню
1/11/2018 11:21:33,Pascal/Delphi,Да,Kotlin,,Java,Kotlin,Kotlin,Да,C#,Только книги и документацию (не прибегая к курсам),2,<1,26,Да,Не помню
1/11/2018 11:21:37,Basic,Да,C#,,"JavaScript, C#, TypeScript",C#,"JavaScript, C#",Да,Java,Только книги и документацию (не прибегая к курсам),10+,10+,38,Да,Нет
1/11/2018 11:21:40,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"C#, TypeScript",Да,Python,Онлайн курсы,8,8,26,Да,Да
1/11/2018 11:21:59,Basic,Да,PHP,,"JavaScript, ActionScript, TypeScript",JavaScript,"JavaScript, PHP",Да,Go,Онлайн курсы,8,8,34,Да,Да
1/11/2018 11:22:06,C#,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"C#, TypeScript",Трудно сказать,TypeScript,Только книги и документацию (не прибегая к курсам),3,3,21,Да,Да
1/11/2018 11:22:10,PHP,Да,Python,,"JavaScript, PHP, Shell",Python,Python,Трудно сказать,Swift,Только книги и документацию (не прибегая к курсам),10+,6,36,Да,Нет
1/11/2018 11:22:11,Objective-C,Да,Swift,,Objective-C,Swift,Swift,Да,Kotlin,Онлайн курсы,1,1,37,Да,Нет
1/11/2018 11:22:17,Pascal/Delphi,Да,PHP,,"JavaScript, Go, TypeScript",Go,,Да,haskell,Онлайн курсы,6,5,27,Да,Да
1/11/2018 11:22:22,PHP,Да,PHP,,"JavaScript, Python, 1C, Go, TypeScript",PHP,PHP,Да,Rust,Онлайн курсы,10+,10+,34,Да,Да
1/11/2018 11:22:40,C,Да,PL/SQL,,C,C#,Ruby,Нет,,Только книги и документацию (не прибегая к курсам),10+,10+,46,Да,Да
1/11/2018 11:22:40,Basic,Да,PHP,,JavaScript,PHP,PHP,Нет,,,10+,4,29,Да,Нет
1/11/2018 11:22:51,Pascal/Delphi,Да,C#,,"Java, JavaScript, C++, T-SQL, R, TypeScript",C#,,Нет,,Онлайн курсы,10+,10+,37,Да,Не помню
1/11/2018 11:23:35,JavaScript,Да,TypeScript,,C#,TypeScript,TypeScript,Да,C#,Только книги и документацию (не прибегая к курсам),7,5,27,Да,Нет
1/11/2018 11:23:40,Pascal/Delphi,Да,Scala,,"PL/SQL, Shell",Scala,Scala,Да,Python,Только книги и документацию (не прибегая к курсам),5,1,36,Да,Да
1/11/2018 11:23:52,Java,Да,Java,,"JavaScript, TypeScript",TypeScript,,Да,TypeScript,Онлайн курсы,5,4,31,Да,Да
1/11/2018 11:23:55,Basic,Да,JavaScript,,TypeScript,JavaScript,"JavaScript, TypeScript",Трудно сказать,Python,Онлайн курсы,2,2,41,Да,Не помню
1/11/2018 11:24:03,Basic,Да,C#,,"Java, JavaScript, C++, Swift, Objective-C, T-SQL, Pascal/Delphi, ActionScript, TypeScript",C#,"Java, JavaScript, C#, Swift, T-SQL, Pascal/Delphi",Трудно сказать,Scala,Онлайн курсы,10+,8,34,Да,Не помню
1/11/2018 11:24:31,C++,Да,C#,,"JavaScript, C#, T-SQL",C#,PHP,Трудно сказать,,Онлайн курсы,7,7,28,Да,Не помню
1/11/2018 11:25:07,Basic,Да,Java,,"JavaScript, PL/SQL, Perl, Groovy",Java,Java,Да,JavaScript,Онлайн курсы,7,6,36,Да,Да
1/11/2018 11:25:23,Pascal/Delphi,Да,Java,,"JavaScript, PL/SQL",Java,"Java, JavaScript, PL/SQL",Да,Scala,Онлайн курсы,2,2,27,Да,Не помню
1/11/2018 11:25:57,Basic,Да,JavaScript,,"JavaScript, Python, Ruby, 1C, PL/SQL, T-SQL",Ruby,Ruby,Трудно сказать,Go,Онлайн курсы,9,1,35,Да,Нет
1/11/2018 11:26:12,Pascal/Delphi,Да,PHP,,"JavaScript, Shell",PHP,,Да,Go,Только книги и документацию (не прибегая к курсам),9,9,31,Да,Не помню
1/11/2018 11:26:13,Pascal/Delphi,Да,Scala,,"PHP, Python, R",Java,Java,Трудно сказать,,Только книги и документацию (не прибегая к курсам),6,4,27,Да,Нет
1/11/2018 11:26:20,C++,Да,JavaScript,,"C#, TypeScript",JavaScript,JavaScript,Трудно сказать,Swift,Онлайн курсы,2,1,22,Да,Нет
1/11/2018 11:26:38,C,Да,C,,"Python, Go, Shell",Java,"Java, C#, Python, C",Да,Swift,Онлайн курсы,10+,10+,39,Нет,Да
1/11/2018 11:26:39,Pascal/Delphi,Да,PHP,,JavaScript,PHP,PHP,Нет,,,8,7,47,Да,Не помню
1/11/2018 11:26:43,C++,Да,C#,,Python,C#,C#,Трудно сказать,Elixir,Только книги и документацию (не прибегая к курсам),10+,7,33,Нет,Не помню
1/11/2018 11:26:56,Ruby,Да,Ruby,,"JavaScript, Shell",Ruby,"Java, Swift",Да,C++,Онлайн курсы,5,5,25,Да,Нет
1/11/2018 11:27:00,Basic,Да,Perl,,"JavaScript, C#, Pascal/Delphi",C#,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,10+,40,Да,Не помню
1/11/2018 11:27:27,C,Да,JavaScript,,,Python,,Да,Go,Только книги и документацию (не прибегая к курсам),3,2,24,Да,Нет
1/11/2018 11:27:28,Basic,Да,PHP,,"JavaScript, Shell",PHP,"JavaScript, PHP",Трудно сказать,,Только книги и документацию (не прибегая к курсам),7,7,25,Да,Да
1/11/2018 11:27:36,C++,Да,JavaScript,,,JavaScript,"JavaScript, Python, TypeScript",Да,Python,Онлайн курсы,10+,4,32,Да,Нет
1/11/2018 11:27:46,Java,Да,Java,,Kotlin,Kotlin,"Java, Kotlin",Да,Python,Только книги и документацию (не прибегая к курсам),<1,3,25,Да,Нет
1/11/2018 11:27:54,Basic,Да,Scala,,,,"Scala, C",Трудно сказать,Elixir,Только книги и документацию (не прибегая к курсам),10+,4,34,Да,Да
