Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/10/2019 8:48:41,Python,Так/Да,Scala,,"Java, Python",Scala,,Так / Да,Scala,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Ні / Нет
1/10/2019 9:38:47,Basic,Так/Да,Java,,C#,Java,"Java, C#",Так / Да,Kotlin,Книги та документацію // Книги и документацию,11,3,38,Так /  Да,Так  / Да
1/10/2019 10:32:57,Python,Так/Да,PHP,,"JavaScript, Python, C++",Python,,Так / Да,C++,Книги та документацію // Книги и документацию,0,0,18,Так /  Да,Ні / Нет
1/10/2019 10:48:42,Basic,Ні/Нет,,"JavaScript, C#, PHP, C, T-SQL","Python, Objective-C",TypeScript,"C#, TypeScript",Ні / Нет,,Книги та документацію // Книги и документацию,18,18,40,Так /  Да,Ні / Нет
1/10/2019 10:53:03,Pascal/Delphi,Так/Да,JavaScript,,"Unix Shell, PHP",JavaScript,"JavaScript, Python, C++",Так / Да,Kotlin,Книги та документацію // Книги и документацию,13,8,29,Так /  Да,Не пам'ятаю /  Не помню
1/10/2019 11:00:23,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, Java, PHP",Java,Java,Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,,,,,
1/10/2019 11:38:56,C++,Так/Да,PHP,,,PHP,,,C#,Онлайн-курси // Онлайн-курсы,5,5,25,Так /  Да,Не пам'ятаю /  Не помню
1/10/2019 11:39:21,C++,Так/Да,Python,,C++,в залежності від проекту,"JavaScript, Python, C++",Так / Да,Swift,Книги та документацію // Книги и документацию,5,5,25,Так /  Да,Ні / Нет
1/10/2019 12:25:55,Pascal/Delphi,Так/Да,JavaScript,,,JavaScript,,Ні / Нет,Java,Книги та документацію // Книги и документацию,3,3,32,Так /  Да,Ні / Нет
1/10/2019 12:26:06,C,Так/Да,Python,,,Python,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,2,22,Так /  Да,Ні / Нет
1/10/2019 12:45:12,Pascal/Delphi,Так/Да,Python,,"PL-SQL, T-SQL",Python,Python,Так / Да,Rust,Онлайн-курси // Онлайн-курсы,1,3,32,Так /  Да,Ні / Нет
1/10/2019 13:21:40,Python,Так/Да,Python,,JavaScript,Python,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1,1,24,Так /  Да,Ні / Нет
1/10/2019 13:32:52,Pascal/Delphi,Так/Да,JavaScript,,"C#, C++",JavaScript,,Так / Да,,,,,,,
1/10/2019 13:34:53,Ruby,Так/Да,Ruby,,JavaScript,Ruby,"JavaScript, Go, Kotlin",Так / Да,Go,Книги та документацію // Книги и документацию,7,7,35,Так /  Да,Не пам'ятаю /  Не помню
1/10/2019 13:43:51,C,Так/Да,C#,,JavaScript,C#,"Java, C#",Ні / Нет,,Книги та документацію // Книги и документацию,1,2,20,Так /  Да,Ні / Нет
1/10/2019 14:14:06,Java,Так/Да,Java,,JavaScript,Java,Java,Так / Да,C#,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Ні / Нет
1/10/2019 14:37:31,Pascal/Delphi,Так/Да,JavaScript,,Python,JavaScript,JavaScript,Так / Да,Python,Книги та документацію // Книги и документацию,10,3,31,Так /  Да,Ні / Нет
1/10/2019 15:04:08,C++,Так/Да,PHP,,"JavaScript, Unix Shell, TypeScript",PHP,"Java, C#",Так / Да,Kotlin,Книги та документацію // Книги и документацию,4,3,26,Так /  Да,Ні / Нет
1/10/2019 15:15:37,ActionScript,Так/Да,Go,,Python,Go,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,8,1,28,Так /  Да,Ні / Нет
1/10/2019 15:19:21,Java,Так/Да,Java,,,Java,Java,Ні / Нет,,,2,2,30,Так /  Да,Ні / Нет
1/10/2019 15:32:27,Pascal/Delphi,Так/Да,C,,"Unix Shell, Perl",C,"C, Perl, bash",Ні / Нет,,Книги та документацію // Книги и документацию,25,25,45,Так /  Да,Не пам'ятаю /  Не помню
1/10/2019 15:46:29,JavaScript,Так/Да,JavaScript,,Python,JavaScript,JavaScript,Ні / Нет,,,5,5,30,Ні / Нет,Ні / Нет
1/10/2019 15:55:19,Java,Так/Да,Java,,Java,Java,Java,Ні / Нет,Python,Онлайн-курси // Онлайн-курсы,1,1,26,Так /  Да,Ні / Нет
1/10/2019 16:13:44,Pascal/Delphi,Так/Да,Scala,,"Unix Shell, Java, Python, Scala, R",Scala,,Так / Да,Haskell,Книги та документацію // Книги и документацию,14,4,33,Так /  Да,Ні / Нет
1/10/2019 16:38:03,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Так / Да,Java,Офлайн-курси // Офлайн-курсы,1,1,22,Так /  Да,Не пам'ятаю /  Не помню
1/10/2019 16:49:41,Java,Так/Да,Java,,C#,Java,Java,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,3,2.3,30,Так /  Да,Ні / Нет
1/10/2019 16:49:59,PHP,Так/Да,PHP,,JavaScript,JavaScript,PHP,Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,5,5,31,Так /  Да,Ні / Нет
1/10/2019 16:56:48,C++,Так/Да,JavaScript,,Ruby,JavaScript,,Ні / Нет,,Книги та документацію // Книги и документацию,5,2,23,Ні / Нет,Так  / Да
1/10/2019 17:12:47,Basic,Так/Да,JavaScript,,,JavaScript,,Так / Да,Python,Книги та документацію // Книги и документацию,1,1,35,Так /  Да,Ні / Нет
1/10/2019 17:53:57,C++,Так/Да,C#,,"JavaScript, Java, C#, TypeScript",C#,"JavaScript, C#",Ні / Нет,,Книги та документацію // Книги и документацию,2,2,22,Так /  Да,Ні / Нет
1/10/2019 18:06:03,C,Так/Да,Python,,Go,Go,"Python, Go",Так / Да,C,Книги та документацію // Книги и документацию,5,5,29,Так /  Да,Ні / Нет
1/10/2019 18:08:00,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,PHP,Так / Да,Go,Книги та документацію // Книги и документацию,5,5,29,Так /  Да,Ні / Нет
1/10/2019 19:51:11,JavaScript,Ні/Нет,,"JavaScript, PHP",,TypeScript,"JavaScript, PHP",Ні / Нет,,Офлайн-курси // Офлайн-курсы,1,1,26,Так /  Да,Ні / Нет
1/10/2019 20:55:36,Java,Так/Да,TypeScript,,Java,Java,Java,Ні / Нет,,Книги та документацію // Книги и документацию,2,2,31,Так /  Да,Так  / Да
1/10/2019 21:19:38,C,Так/Да,JavaScript,,"Ruby, TypeScript",TypeScript,"Go, TypeScript",Так / Да,Go,Онлайн-курси // Онлайн-курсы,3,3,24,Так /  Да,Так  / Да
1/10/2019 23:09:57,Fortran,Так/Да,TypeScript,,JavaScript,TypeScript,Java,Ні / Нет,,Книги та документацію // Книги и документацию,7,2,45,Так /  Да,Ні / Нет
1/11/2019 1:17:55,,Ні/Нет,,ccwerwe,dsad, sd sa, sdsa,Ні / Нет, sadsa,Онлайн-курси // Онлайн-курсы,,0,99,Ні / Нет,Не пам'ятаю /  Не помню
1/11/2019 7:59:36,Python,Так/Да,Python,,"JavaScript, PL-SQL",C#,Python,Так / Да,Java,Книги та документацію // Книги и документацию,1,1,23,Так /  Да,Ні / Нет
1/11/2019 9:01:56,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, TypeScript",TypeScript,"JavaScript, TypeScript",Так / Да,Go,Книги та документацію // Книги и документацию,2,2,26,Так /  Да,Не пам'ятаю /  Не помню
1/11/2019 9:38:53,Pascal/Delphi,Так/Да,ActionScript,,"JavaScript, C#",C#,"JavaScript, C#",Так / Да,C#,Книги та документацію // Книги и документацию,5,5,32,Так /  Да,Не пам'ятаю /  Не помню
1/11/2019 9:53:33,Pascal/Delphi,Так/Да,JavaScript,,TypeScript,TypeScript,"Java, JavaScript",Так / Да,TypeScript,Книги та документацію // Книги и документацию,5,2,22,Так /  Да,Так  / Да
1/11/2019 10:21:30,C++,Так/Да,Java,,"JavaScript, C#",C#,,Так / Да,Python,Книги та документацію // Книги и документацию,0.5,0.5,21,Так /  Да,Ні / Нет
1/11/2019 10:31:06,Pascal/Delphi,Так/Да,Kotlin,,Java,Kotlin,"Java, Kotlin, PL-SQL, Groovy",Ні / Нет,,,7,7,29,Так /  Да,Не пам'ятаю /  Не помню
1/11/2019 10:52:12,Pascal/Delphi,Так/Да,1C,,JavaScript,1C,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,3,2,30,Так /  Да,Не пам'ятаю /  Не помню
1/11/2019 11:09:04,PHP,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1,1.6,33,Так /  Да,Ні / Нет
1/11/2019 11:23:16,Pascal/Delphi,Так/Да,C++,,"JavaScript, Unix Shell, Python",C++,"PHP, C++, QML",Ні / Нет,,Книги та документацію // Книги и документацию,5,3,27,Так /  Да,Так  / Да
1/11/2019 12:22:41,C++,Так/Да,Java,,"JavaScript, Python",Java,Python,Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,1,21,Так /  Да,Ні / Нет
1/11/2019 12:29:19,C++,Так/Да,JavaScript,,"JavaScript, PHP, C++",JavaScript,"JavaScript, C++",Так / Да,Go,Книги та документацію // Книги и документацию,2,1,22,Так /  Да,Ні / Нет
1/11/2019 12:56:48,Pascal/Delphi,Так/Да,C#,,"JavaScript, PL-SQL, T-SQL",C#,"JavaScript, C#, PL-SQL, T-SQL",Ні / Нет,,Книги та документацію // Книги и документацию,3,3,26,Так /  Да,Ні / Нет
1/11/2019 13:01:02,Java,Ні/Нет,,"Java, C#",Kotlin,C#,Java,Так / Да,C++,Книги та документацію // Книги и документацию,1.5,0.5,26,Так /  Да,Ні / Нет
1/11/2019 13:10:52,JavaScript,Так/Да,TypeScript,,"JavaScript, C#",TypeScript,"JavaScript, C#, TypeScript",Так / Да,C#,Онлайн-курси // Онлайн-курсы,1,1,20,Так /  Да,Так  / Да
1/11/2019 13:28:22,Pascal/Delphi,Так/Да,C#,,"JavaScript, Python, C++, TypeScript, T-SQL",TypeScript,"JavaScript, C++, TypeScript",Так / Да,Go,Книги та документацію // Книги и документацию,10,2,34,Так /  Да,Ні / Нет
1/11/2019 14:29:03,Pascal/Delphi,Так/Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL",Так / Да,Python,Онлайн-курси // Онлайн-курсы,12,12,35,Ні / Нет,Не пам'ятаю /  Не помню
1/11/2019 14:41:50,Java,Так/Да,Java,,C++,Rust,,Ні / Нет,,,0,0,24,Так /  Да,Ні / Нет
1/11/2019 15:07:56,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Unix Shell, Ruby, Go, TypeScript, PL-SQL",PHP,"C#, Go",Так / Да,TypeScript,Книги та документацію // Книги и документацию,10,8,30,Так /  Да,Ні / Нет
1/11/2019 15:21:07,Python,Так/Да,Java,,"JavaScript, C++",Java,Java,Так / Да,JavaScript,Книги та документацію // Книги и документацию,2,2,20,Так /  Да,Ні / Нет
1/11/2019 15:34:40,C++,Так/Да,C#,,JavaScript,C#,C#,Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,0,0,19,Так /  Да,Ні / Нет
1/11/2019 16:07:45,Basic,Так/Да,Java,,"Unix Shell, Java",Java,Java,Ні / Нет,,Книги та документацію // Книги и документацию,20,2,40,Так /  Да,Ні / Нет
1/11/2019 16:25:20,Basic,Так/Да,Python,,"Unix Shell, C#, PHP, T-SQL, Perl",C#,,Ні / Нет,,Книги та документацію // Книги и документацию,10,10,35,Так /  Да,Не пам'ятаю /  Не помню
1/11/2019 16:40:39,C++,Так/Да,C#,,TypeScript,C#,,Так / Да,Python,Офлайн-курси // Офлайн-курсы,0.5,3,20,Так /  Да,Ні / Нет
1/11/2019 17:27:08,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Так / Да,TypeScript,Офлайн-курси // Офлайн-курсы,1,1,25,Так /  Да,Ні / Нет
1/11/2019 17:53:41,C,Так/Да,Python,,Python,Python,Python,Ні / Нет,,,2,2,24,Так /  Да,Так  / Да
1/11/2019 21:04:53,ASM,Так/Да,C#,,"C++, C",C#,C#,Так / Да,PHP,Книги та документацію // Книги и документацию,5,2,30,Так /  Да,Ні / Нет
1/11/2019 23:51:09,Basic,Ні/Нет,,"Java, JavaScript, TypeScript","Go, Kotlin",TypeScript,,Так / Да,Go,Книги та документацію // Книги и документацию,3,3,23,Так /  Да,Так  / Да
1/11/2019 23:56:12,JavaScript,Так/Да,C#,,"JavaScript, C#, TypeScript",C#,"JavaScript, C#",Так / Да,Python,Онлайн-курси // Онлайн-курсы,1,1,28,Так /  Да,Ні / Нет
1/12/2019 9:43:33,Java,Так/Да,Java,,Unix Shell,Kotlin,Java,Так / Да,Kotlin,Книги та документацію // Книги и документацию,8,6,30,Так /  Да,Ні / Нет
1/12/2019 11:39:09,,Ні/Нет,,T-SQL,Java,T-SQL,,Так / Да,Python,Онлайн-курси // Онлайн-курсы,,,,,
1/12/2019 11:40:21,Java,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,1,32,Так /  Да,Ні / Нет
1/12/2019 11:47:10,Basic,Так/Да,PHP,,JavaScript,PHP,,Ні / Нет,,Книги та документацію // Книги и документацию,12,5,35,Ні / Нет,Так  / Да
1/12/2019 12:21:39,Java,Так/Да,Java,,"JavaScript, Python, C++",Java,"Java, Python, C++, Objective-C",Так / Да,JavaScript,Книги та документацію // Книги и документацию,0,2,17,Так /  Да,Ні / Нет
1/12/2019 13:47:22,C++,Так/Да,C++,,"JavaScript, Unix Shell, C#, C, PL-SQL, T-SQL",C++,"C#, C++",Так / Да,Assembler,Книги та документацію // Книги и документацию,3,3,23,Так /  Да,Ні / Нет
1/12/2019 14:14:16,C++,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP, C++",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,4,4,29,Так /  Да,Ні / Нет
1/12/2019 14:16:50,C++,Так/Да,Swift,,"JavaScript, Unix Shell, C++, Swift, C, Objective-C",Swift,"Swift, Objective-C",Так / Да,Kotlin,Книги та документацію // Книги и документацию,9,5,30,Так /  Да,Ні / Нет
1/12/2019 16:16:22,Pascal/Delphi,Так/Да,Python,,"JavaScript, Unix Shell",Python,Python,Так / Да,C++,Онлайн-курси // Онлайн-курсы,2,2,28,Так /  Да,Ні / Нет
1/12/2019 16:26:58,C,Так/Да,JavaScript,,"Unix Shell, PHP",JavaScript,"JavaScript, PHP",Так / Да,TypeScript,Книги та документацію // Книги и документацию,6,3,28,Так /  Да,Так  / Да
1/12/2019 19:54:50,Pascal/Delphi,Так/Да,Java,,Groovy,Groovy,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,8,3,34,Так /  Да,Ні / Нет
1/12/2019 21:20:32,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, Unix Shell, TypeScript",JavaScript,JavaScript,Так / Да,TypeScript,Книги та документацію // Книги и документацию,2,1,23,Так /  Да,Не пам'ятаю /  Не помню
1/12/2019 21:43:31,Basic,Так/Да,PHP,,"JavaScript, Unix Shell, Python",PHP,"JavaScript, PHP, Ruby, Objective-C, Pascal/Delphi, ActionScript",Так / Да,Go,Книги та документацію // Книги и документацию,25,16,34,Так /  Да,Так  / Да
1/12/2019 22:30:23,C++,Так/Да,Swift,,Objective-C,Swift,Swift,Так / Да,Python,Онлайн-курси // Онлайн-курсы,,,,Так /  Да,Ні / Нет
1/12/2019 22:34:10,Pascal/Delphi,Так/Да,C#,,PHP,JavaScript,"C#, PHP",,,Книги та документацію // Книги и документацию,10,5,38,Так /  Да,Ні / Нет
1/12/2019 22:38:06,JavaScript,Так/Да,PHP,,JavaScript,PHP,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,1,31,Так /  Да,Ні / Нет
1/12/2019 22:39:14,Pascal/Delphi,Так/Да,TypeScript,,JavaScript,TypeScript,JavaScript,Ні / Нет,,Офлайн-курси // Офлайн-курсы,3,3,23,Так /  Да,Ні / Нет
1/12/2019 22:46:23,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, TypeScript",Node.js,,Так / Да,Node.js,Книги та документацію // Книги и документацию,2,2,32,Так /  Да,Ні / Нет
1/12/2019 22:53:33,C++,Так/Да,PHP,,JavaScript,Java,"JavaScript, PHP, C++",Так / Да,Python,Книги та документацію // Книги и документацию,,,,,
1/12/2019 23:14:58,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,1,1,27,Так /  Да,Ні / Нет
1/12/2019 23:53:20,Basic,Так/Да,Java,,"JavaScript, PL-SQL",Scala,"Java, JavaScript, C++, Scala",Ні / Нет,,Книги та документацію // Книги и документацию,8,7,38,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 0:41:19,Pascal/Delphi,Ні/Нет,,"JavaScript, Python, Go, PL-SQL",Go,Python,Go,Ні / Нет,,Книги та документацію // Книги и документацию,12,4,33,Так /  Да,Так  / Да
1/13/2019 1:24:16,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,4,4,27,Так /  Да,Ні / Нет
1/13/2019 2:33:31,JavaScript,Так/Да,JavaScript,,TypeScript,JavaScript,"JavaScript, TypeScript",Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,3,2,31,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 8:20:11,Basic,Ні/Нет,,"Python, C","C++, R",C++,C++,Так / Да,Rust,Книги та документацію // Книги и документацию,3,3,32,Так /  Да,Ні / Нет
1/13/2019 9:09:06,Java,Так/Да,Java,,,Java,Java,Ні / Нет,,Книги та документацію // Книги и документацию,4,4,35,Так /  Да,Ні / Нет
1/13/2019 9:13:05,Pascal/Delphi,Ні/Нет,,"JavaScript, Ruby","TypeScript, Rust",Ruby,,Так / Да,Rust,Онлайн-курси // Онлайн-курсы,3.5,2.5,31,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 9:45:13,Go,Так/Да,Go,,"Python, Swift, Go",Go,"Swift, Go",Так / Да,Swift,Книги та документацію // Книги и документацию,5,3,37,Ні / Нет,Так  / Да
1/13/2019 10:06:21,Pascal/Delphi,Так/Да,JavaScript,,TypeScript,JavaScript,"JavaScript, TypeScript",Ні / Нет,,Онлайн-курси // Онлайн-курсы,1,2,21,Так /  Да,Ні / Нет
1/13/2019 10:22:17,Pascal/Delphi,Так/Да,C++,,"JavaScript, Unix Shell, Python, C",C++,C++,Ні / Нет,,Книги та документацію // Книги и документацию,5,5,34,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 10:47:21,C++,Так/Да,Ruby,,JavaScript,JavaScript,JavaScript,Так / Да,Go,Онлайн-курси // Онлайн-курсы,5,3,25,Так /  Да,Так  / Да
1/13/2019 10:58:11,C,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Так / Да,TypeScript,Книги та документацію // Книги и документацию,3,3,25,Так /  Да,Ні / Нет
1/13/2019 11:14:32,Java,Так/Да,Go,,"JavaScript, C#",Go,C#,Так / Да,Ruby,Офлайн-курси // Офлайн-курсы,1,1,27,Так /  Да,Ні / Нет
1/13/2019 11:46:24,Go,Так/Да,JavaScript,,"Unix Shell, Go, TypeScript",TypeScript,,Так / Да,Go,Книги та документацію // Книги и документацию,3,3,22,Так /  Да,Так  / Да
1/13/2019 12:45:53,JavaScript,Так/Да,JavaScript,,Ruby,JavaScript,"JavaScript, Ruby",Так / Да,Go,Книги та документацію // Книги и документацию,4,4,23,Так /  Да,Ні / Нет
1/13/2019 12:57:28,JavaScript,Так/Да,JavaScript,,"Python, TypeScript, Scala",Go,,Так / Да,Java,Книги та документацію // Книги и документацию,,4,27,Так /  Да,Так  / Да
1/13/2019 13:19:08,Basic,Так/Да,JavaScript,,Python,JavaScript,"JavaScript, Python",Так / Да,Go,Книги та документацію // Книги и документацию,3,3,25,Так /  Да,Так  / Да
1/13/2019 13:34:09,Basic,Так/Да,C++,,"Python, Lua",C++,"Python, Go",Так / Да,Go,Книги та документацію // Книги и документацию,15,18,40,Так /  Да,Ні / Нет
1/13/2019 13:43:25,Pascal/Delphi,Так/Да,1C,,C#,C#,,Так / Да,Swift,Онлайн-курси // Онлайн-курсы,6,6,25,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 14:07:16,Pascal/Delphi,Ні/Нет,,"C#, PL-SQL, T-SQL",,T-SQL,T-SQL,Так / Да,C++,Книги та документацію // Книги и документацию,5,3,29,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 14:26:43,Pascal/Delphi,Так/Да,C#,,"JavaScript, T-SQL",C#,,Так / Да,Swift,Онлайн-курси // Онлайн-курсы,4,4,24,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 14:31:00,C++,Так/Да,C#,,Pascal/Delphi,C#,C#,Ні / Нет,,Онлайн-курси // Онлайн-курсы,0,5,24,Так /  Да,Ні / Нет
1/13/2019 14:48:45,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, Unix Shell, PHP, Python",JavaScript,"JavaScript, PHP, Python",Ні / Нет,JavaScript,Книги та документацію // Книги и документацию,3,2,36,Так /  Да,Ні / Нет
1/13/2019 15:10:21,Ruby,Так/Да,Ruby,,"JavaScript, Unix Shell",Ruby,,Так / Да,C,Онлайн-курси // Онлайн-курсы,2,2,24,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 16:24:27,Java,Так/Да,TypeScript,,"JavaScript, TypeScript",TypeScript,JavaScript,Ні / Нет,,,2,2,,Так /  Да,Ні / Нет
1/13/2019 16:59:21,Basic,Так/Да,Java,,"JavaScript, PL-SQL",Java,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,2,40,Так /  Да,Так  / Да
1/13/2019 17:05:12,Basic,Так/Да,ActionScript,,"JavaScript, PHP",JavaScript,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,16,12,39,Так /  Да,Так  / Да
1/13/2019 17:40:21,С#,Так/Да,C++,,C,C++,"C++, C",Так / Да,Python,Книги та документацію // Книги и документацию,0,1,20,Так /  Да,Ні / Нет
1/13/2019 17:51:51,C++,Так/Да,Kotlin,,Java,Kotlin,"Java, C++, Kotlin",Так / Да,Scala,Книги та документацію // Книги и документацию,1,2,19,Так /  Да,Ні / Нет
1/13/2019 17:53:37,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Так / Да,JavaScript,Книги та документацію // Книги и документацию,5,2,28,Так /  Да,Ні / Нет
1/13/2019 18:03:15,PHP,Так/Да,PHP,,PHP,Java,PHP,Так / Да,Java,Онлайн-курси // Онлайн-курсы,1,1,15,Так /  Да,Ні / Нет
1/13/2019 18:20:49,C++,Так/Да,C++,,"Java, Python",C++,Python,Так / Да,Java,Офлайн-курси // Офлайн-курсы,1.5,1.5,24,Так /  Да,Ні / Нет
1/13/2019 18:35:02,Pascal/Delphi,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,,Ні / Нет,,Книги та документацію // Книги и документацию,8,8,28,Так /  Да,Так  / Да
1/13/2019 18:39:29,C++,Так/Да,Java,,JavaScript,Java,,Так / Да,JavaScript,Книги та документацію // Книги и документацию,,,,,Ні / Нет
1/13/2019 18:43:35,JavaScript,Так/Да,JavaScript,,JavaScript,TypeScript,JavaScript,Так / Да,Clojure,Книги та документацію // Книги и документацию,1,1,16,Так /  Да,Ні / Нет
1/13/2019 19:18:28,Basic,Так/Да,JavaScript,,,JavaScript,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,3,25,Так /  Да,Ні / Нет
1/13/2019 19:31:10,Pascal/Delphi,Так/Да,C#,,"JavaScript, TypeScript",C#,,Ні / Нет,,Книги та документацію // Книги и документацию,2.5,5,23,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 20:15:21,Basic,Так/Да,JavaScript,,"Python, TypeScript",TypeScript,"JavaScript, C++, TypeScript",Так / Да,Go,Книги та документацію // Книги и документацию,3,3,24,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 20:33:57,С#,Так/Да,PHP,,JavaScript,PHP,PHP,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Ні / Нет
1/13/2019 20:45:31,Pascal/Delphi,Так/Да,Java,,"JavaScript, TypeScript, Groovy",Java,"Java, Kotlin",Ні / Нет,,Книги та документацію // Книги и документацию,2,2,23,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 20:49:57,Pascal/Delphi,Так/Да,C++,,"JavaScript, C",C++,C++,Ні / Нет,,Книги та документацію // Книги и документацию,12,12,35,Так /  Да,Ні / Нет
1/13/2019 21:48:36,Pascal/Delphi,Так/Да,C#,,JavaScript,C#,C#,Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,2,1,31,Так /  Да,Ні / Нет
1/13/2019 22:08:52,Python,Так/Да,Java,,"JavaScript, Python, PL-SQL",Java,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,2,2,36,Так /  Да,Не пам'ятаю /  Не помню
1/13/2019 22:36:07,Basic,Так/Да,PHP,,JavaScript,C#,,Так / Да,Ruby,Книги та документацію // Книги и документацию,3,2,28,Так /  Да,Ні / Нет
1/13/2019 22:58:08,C++,Так/Да,JavaScript,,"Unix Shell, Java, TypeScript",TypeScript,,Так / Да,Rust,Книги та документацію // Книги и документацию,9,4,25,Так /  Да,Так  / Да
1/13/2019 23:07:56,Python,Так/Да,JavaScript,,Python,JavaScript,Python,Так / Да,PHP,Онлайн-курси // Онлайн-курсы,3,3,30,Так /  Да,Ні / Нет
1/13/2019 23:21:19,Pascal/Delphi,Так/Да,Python,,R,Python,,Так / Да,Java,Книги та документацію // Книги и документацию,1,1,24,Так /  Да,Ні / Нет
1/13/2019 23:56:33,С#,Так/Да,Scala,,"Java, Scala, PL-SQL",Scala,"Java, Scala",Ні / Нет,,Онлайн-курси // Онлайн-курсы,1,1,21,Так /  Да,Не пам'ятаю /  Не помню
1/14/2019 0:05:29,Basic,Так/Да,PHP,,JavaScript,JavaScript,PHP,Так / Да,JavaScript,Книги та документацію // Книги и документацию,3,3,22,Так /  Да,Так  / Да
1/14/2019 0:55:36,PHP,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Python",Так / Да,TypeScript,Книги та документацію // Книги и документацию,3,3,24,Так /  Да,Не пам'ятаю /  Не помню
1/14/2019 1:14:18,Python,Так/Да,Python,,Python,JavaScript,Python,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,0,0,27,Так /  Да,Ні / Нет
1/14/2019 1:56:24,C++,Так/Да,Python,,"JavaScript, TypeScript",Python,"JavaScript, Python",Так / Да,Ruby,Онлайн-курси // Онлайн-курсы,4,1.5,24,Так /  Да,Так  / Да
1/14/2019 2:00:20,Pascal/Delphi,Так/Да,Python,,C,Python,"Python, C",Так / Да,Go,Книги та документацію // Книги и документацию,4,1,35,Так /  Да,Ні / Нет
1/14/2019 2:30:58,Pascal/Delphi,Ні/Нет,,"C++, Objective-C",Swift,Swift,,Ні / Нет,,Книги та документацію // Книги и документацию,1,0.2,21,Так /  Да,Ні / Нет
1/14/2019 5:31:16,Java,Так/Да,C#,,C++,C#,C#,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Не пам'ятаю /  Не помню
1/14/2019 7:42:02,C,Ні/Нет,,"Python, C++","JavaScript, Java",Python,Python,Так / Да,R,Онлайн-курси // Онлайн-курсы,1,1,18,Так /  Да,Ні / Нет
